word	count	candidate	candidate_count	score
zina	1	ina	129	0.857
hap	1	chap	58	0.857
zeri	1	zer	53	0.857
bael	1	bel	136	0.857
leivuite	1	levite	121	0.857
leivuite	1	leivui	89	0.857
thilpoa	1	thiltoa	149	0.857
thilpoa	1	thilpha	231	0.857
jenjong	1	kenjong	98	0.857
edah	1	dah	53	0.857
atodohsa	1	atodoh	66	0.857
kalheng	1	kahenga	240	0.857
neme	1	nem	53	0.857
ahinchoiyun	1	vahchoiyun	63	0.857
houdola	1	thudola	199	0.857
um-a	1	uma	214	0.857
lenguva	1	lengvai	215	0.857
lenguva	1	jenguva	56	0.857
thiltosa	1	thilto	950	0.857
tiljong	1	thilong	53	0.857
akihasat	1	akisat	60	0.857
potdohin	1	potdoh	167	0.857
diba	1	dia	808	0.857
meun	1	mun	534	0.857
angatsoh	1	anatoh	96	0.857
ichateu	1	achateu	55	0.857
pathenpa	1	pathen	3403	0.857
jengjung	1	jengun	124	0.857
ahinpei	1	ahinpui	52	0.857
chohnan	1	chondan	86	0.857
anakibol	1	anabol	115	0.857
josl	1	jol	53	0.857
-zar	1	zar	141	0.857
mor	1	amor	94	0.857
giet	1	get	181	0.857
hag	1	hang	147	0.857
mehi	1	mei	129	0.857
nezi	1	nei	433	0.857
hati	1	hat	168	0.857
hati	1	ati	3544	0.857
akiladoh	1	akilah	108	0.857
kadeiyun	1	keiyun	127	0.857
gasa	1	asa	162	0.857
kholsah	1	khohsah	68	0.857
teng-leh	1	tengle	130	0.857
khopipen	1	koipen	140	0.857
abonchanin	1	abonchauvin	302	0.857
khovahin	1	khovah	203	0.857
shi	1	shim	65	0.857
me-i	1	mei	129	0.857
keli	1	kel	109	0.857
keli	1	kei	847	0.857
keli	1	eli	118	0.857
adna	1	ana	292	0.857
adna	1	ada	148	0.857
emai	1	mai	249	0.857
vani	1	van	514	0.857
vani	1	vai	113	0.857
in-a	1	ina	129	0.857
ajeuvin	1	apeuvin	69	0.857
kit'	1	kit	1961	0.857
aton	1	ato	52	0.857
iget	1	get	181	0.857
ilen	1	len	267	0.857
natisah	1	ngaisah	55	0.857
lhangkai	1	lhanga	52	0.857
akailhah	1	akilah	108	0.857
lekahbu	1	lekhabu	95	0.857
duva	1	uva	1600	0.857
danthuho	1	danthu	402	0.857
mole	1	mol	103	0.857
baho	1	bah	64	0.857
hichelha	1	hichea	665	0.857
machung	1	achunga	249	0.857
chle	1	che	187	0.857
jonh	1	jon	167	0.857
jonh	1	joh	247	0.857
ngaijin	1	ngaiyin	115	0.857
eman	1	man	381	0.857
chondon	1	chondan	86	0.857
jeha	1	jeh	972	0.857
lengpaa	1	lengpan	413	0.857
kaht	1	kah	260	0.857
giba	1	gib	53	0.857
phungupa	1	phunga	431	0.857
insungle	1	insung	801	0.857
danthuu	1	danthua	61	0.857
chanding	1	chanin	61	0.857
ssoh	1	soh	1724	0.857
etobang	1	tobanga	117	0.857
etobang	1	itobang	147	0.857
atoujin	1	atouvin	53	0.857
akihenin	1	akihei	71	0.857
thaneiho	1	thanei	59	0.857
hiche-na	1	hichea	665	0.857
kikhol'u	1	kikhol	61	0.857
vet'	1	vet	110	0.857
kunjong	1	kenjong	98	0.857
jouvinte	1	jouvin	137	0.857
langpan	1	lengpan	413	0.857
pham	1	pha	203	0.857
pham	1	ham	2327	0.857
msom	1	som	1434	0.857
tloi	1	loi	187	0.857
lekhaa	1	lekhabua	130	0.857
nasapen	1	masapen	114	0.857
lhungpi	1	lhungin	94	0.857
aseigin	1	aseiyin	995	0.857
kidangla	1	kidang	208	0.857
sate	1	sat	100	0.857
thahatte	1	thahat	257	0.857
kakichoi	1	kichoi	50	0.857
aseidih	1	aseidoh	71	0.857
alungthimla	1	nalungthim	104	0.857
alungthimla	1	kalungthim	88	0.857
nahenan	1	nahenga	221	0.857
leivuima	1	leivui	89	0.857
achengui	1	acheng	87	0.857
kichoiho	1	kichoi	50	0.857
ninkho	1	nahinkho	54	0.857
asuipeh	1	aseipeh	198	0.857
apin	1	ain	70	0.857
lengthet	1	lengte	133	0.857
thut	1	thu	2917	0.857
kinepda	1	kinepna	84	0.857
kamitgei	1	kamite	204	0.857
adungin	1	ahungin	211	0.857
adungin	1	adongin	100	0.857
jitauvin	1	jiuvin	172	0.857
ahui	1	hui	77	0.857
ahui	1	ahi	16761	0.857
aseitat	1	aseitai	388	0.857
asetdoh	1	asemdoh	57	0.857
asetdoh	1	aseidoh	71	0.857
asetdoh	1	ahetdoh	97	0.857
munthima	1	muthim	132	0.857
amudoh-e	1	amudoh	207	0.857
jinginte	1	jingin	260	0.857
kame	1	kam	79	0.857
kasanga	1	masanga	508	0.857
chagaten	1	chaten	166	0.857
lengpitwiyin	1	lengpitwi	175	0.857
thuseije	1	thusei	539	0.857
kichatji	1	kichat	93	0.857
kichatji	1	kichai	51	0.857
nabengin	1	nangin	585	0.857
panthen	1	pathena	133	0.857
oson	1	son	103	0.857
khovahna	1	khovah	203	0.857
peiyuva	1	keiyuva	65	0.857
akithina	1	akitin	61	0.857
kikholut	1	kikhol	61	0.857
acheteng	1	acheng	87	0.857
kezi	1	kei	847	0.857
lungsan	1	lunghan	67	0.857
oget	1	get	181	0.857
june	1	jun	55	0.857
alechuh	1	kalchuh	98	0.857
gamjang	1	gammang	149	0.857
gamjang	1	gamdang	53	0.857
ahousei	1	athusei	97	0.857
chet-in	1	cheh-in	146	0.857
akijapoh	1	akipoh	51	0.857
chanthe	1	chanute	62	0.857
thui	1	thu	2917	0.857
thui	1	thi	317	0.857
thui	1	hui	77	0.857
kikhosal	1	kikhol	61	0.857
thanome	1	thaomei	96	0.857
huhdohin	1	huhdoh	51	0.857
anatohsa	1	anatoh	96	0.857
ahinphon	1	ahinpo	77	0.857
kathoh-e	1	kathoh	50	0.857
subeiyin	1	seiyin	125	0.857
kamo	1	kam	79	0.857
jongjeh	1	jongleh	293	0.857
kaholnai	1	kholna	72	0.857
kaholnai	1	kholai	91	0.857
eiching	1	miching	83	0.857
thileng	1	thilong	53	0.857
ahijitai	1	ahitai	1652	0.857
nache-na	1	nachen	56	0.857
haisung	1	ainsung	106	0.857
thanomji	1	thanom	88	0.857
thanompa	1	thanom	88	0.857
changten	1	chaten	166	0.857
lhangkal	1	lhanga	52	0.857
chenmuna	1	chenna	181	0.857
themma	1	themmona	215	0.857
themmosa	1	themmo	134	0.857
nachamin	1	nachan	56	0.857
chonga	1	cholngah	165	0.857
navahchoiyu	1	vahchoiyun	63	0.857
thinginlhan	1	thinglhang	130	0.857
koipehin	1	koipen	140	0.857
atahsao	1	atahsan	133	0.857
alot	1	alo	64	0.857
aningin	1	ahingin	192	0.857
ahinsun	1	ainsung	106	0.857
kidangho	1	kidang	208	0.857
mangjing	1	mangin	86	0.857
ikoi	1	koi	847	0.857
iseipeh	1	aseipeh	198	0.857
ahejiuve	1	ahiuve	1307	0.857
gamhing	1	hamhing	92	0.857
gamhing	1	ganhing	112	0.857
igam	1	gam	1203	0.857
keh-uva	1	jeh-uva	52	0.857
ahingui	1	ahinpui	52	0.857
ahingui	1	ahingin	192	0.857
kithina	1	kitahna	74	0.857
phaa	1	pha	203	0.857
iungset	1	lungset	187	0.857
ahaipoi	1	kahipoi	59	0.857
janguva	1	jenguva	56	0.857
janguva	1	banguva	52	0.857
akipahui	1	akipah	51	0.857
kipalnan	1	kipana	209	0.857
akihenui	1	akihei	71	0.857
agua	1	aga	203	0.857
thaneije	1	thanei	59	0.857
nahousen	1	naosen	132	0.857
jouseina	1	jousen	279	0.857
jouseina	1	jousea	360	0.857
apiu	1	apu	272	0.857
abia	1	abi	106	0.857
nahetai	1	nahitai	57	0.857
nahetai	1	achetai	70	0.857
kigondoh	1	kondoh	76	0.857
alungthimun	1	nalungthim	104	0.857
alungthimun	1	kalungthim	88	0.857
lha-ngai	1	lhanga	52	0.857
nikhojat	1	nikhoa	200	0.857
kakelngoiteu	1	kelngoite	59	0.857
vahchoiying	1	vahchoiyun	63	0.857
maichal	1	maicham	461	0.857
kinkho	1	kahinkho	58	0.857
mongding	1	mongin	121	0.857
hatu	1	hat	168	0.857
achejang	1	acheng	87	0.857
achejang	1	achang	87	0.857
ilouhel	1	louhela	98	0.857
ngaitopa	1	ngaito	95	0.857
aseipha	1	aseipeh	198	0.857
akhedoh	1	ahetdoh	97	0.857
kimahna	1	kitahna	74	0.857
kihona	1	kikhopna	230	0.857
phingin	1	ahingin	192	0.857
aheitoh	1	ahetdoh	97	0.857
thilsao	1	thilsoh	81	0.857
ngaipin	1	ngaiyin	115	0.857
akihehpi	1	akihei	71	0.857
ngamsah	1	ngaisah	55	0.857
pakaima	1	pakaiya	317	0.857
chapanga	1	changa	221	0.857
kelkotpi	1	kelkot	396	0.857
amacham	1	maicham	461	0.857
nahuhing	1	nahung	187	0.857
aumchanu	1	achanu	69	0.857
ahahsan	1	atahsan	133	0.857
thuseima	1	thusim	102	0.857
thuseima	1	thusei	539	0.857
inva	1	ina	129	0.857
gimnamtuiyin	1	gimnamtui	195	0.857
jengpan	1	lengpan	413	0.857
langhan	1	lunghan	67	0.857
kbel	1	kel	109	0.857
kbel	1	bel	136	0.857
kitholna	1	kholna	72	0.857
vaa	1	vana	129	0.857
aholjin	1	kholjin	76	0.857
ahetdol	1	ahetdoh	97	0.857
velouvin	1	veuvin	198	0.857
kamudol	1	kamudoh	63	0.857
ahaovin	1	ataovin	50	0.857
akihetai	1	akihei	71	0.857
thaneijo	1	thanei	59	0.857
mihingin	1	mihing	78	0.857
louhelpa	1	louhel	1355	0.857
masangu	1	masanga	508	0.857
namcheng	1	naheng	61	0.857
namcheng	1	nachen	56	0.857
kakhoiju	1	khoiju	55	0.857
nanangin	1	nangin	585	0.857
gentbei	1	genthei	256	0.857
neihonin	1	neihin	162	0.857
luh	1	lhuh	81	0.857
aoh	1	atoh	173	0.857
aoh	1	asoh	77	0.857
aoh	1	apoh	94	0.857
nasangin	1	nangin	585	0.857
abit	1	abi	106	0.857
lhe	1	lhep	60	0.857
lhe	1	lhem	63	0.857
lhe	1	lheh	449	0.857
chang-ah	1	changa	221	0.857
gajo	1	ajo	70	0.857
lengpileiyin	1	lengpilei	66	0.857
achudoh	1	ahuhdoh	76	0.857
henu	1	hen	1405	0.857
tula	1	tul	54	0.857
tula	1	tua	265	0.857
gaosapsa	1	gaosap	100	0.857
diug	1	diu	2288	0.857
atpa	1	apa	292	0.857
kinunglo	1	kinung	50	0.857
natpeh	1	nathupeh	60	0.857
dele	1	del	106	0.857
touvinge	1	touvin	115	0.857
koluvin	1	akouvin	86	0.857
tole	1	tol	136	0.857
gaum	1	gam	1203	0.857
gaum	1	aum	498	0.857
thajenga	1	thenga	65	0.857
koijong	1	keijong	77	0.857
game	1	gam	1203	0.857
gime	1	gim	93	0.857
same	1	sam	76	0.857
hinkhon	1	ahinkho	97	0.857
ngun	1	nun	167	0.857
keuvin	1	keiyuvin	129	0.857
leno	1	len	267	0.857
hilchen	1	hicheng	557	0.857
alih	1	lih	75	0.857
achimlou	1	ahilou	77	0.857
alungthimula	1	alungthim	143	0.857
apansai	1	apansah	84	0.857
changsia	1	changa	221	0.857
nahaina	1	achaina	60	0.857
amiu	1	amu	259	0.857
saleiyin	1	seiyin	125	0.857
naosente	1	naosen	132	0.857
taovuvin	1	touvin	115	0.857
taovuvin	1	tauvin	511	0.857
asimtai	1	aseitai	388	0.857
kanungno	1	kanung	55	0.857
aseive	1	aseiyuve	56	0.857
kimvelsa	1	kimvel	77	0.857
ganu	1	anu	184	0.857
kondoh-e	1	kondoh	76	0.857
nong	1	ong	106	0.857
akei	1	kei	847	0.857
akei	1	aki	85	0.857
taovuve	1	tapouve	125	0.857
changpah	1	changa	221	0.857
tame	1	tam	214	0.857
hingle	1	hijongle	559	0.857
kalhachapan	1	nalhachapa	60	0.857
thiltou	1	thiltoa	149	0.857
thiltou	1	theilou	101	0.857
abangun	1	abangin	56	0.857
tobangu	1	tobanga	117	0.857
tobangu	1	itobang	147	0.857
changlai	1	changa	221	0.857
changsan	1	changa	221	0.857
ageitai	1	aseitai	388	0.857
jamdohpa	1	jamdoh	58	0.857
na-henga	1	naheng	61	0.857
vahchom	1	vahchoi	84	0.857
kadeiyin	1	keiyin	404	0.857
lhanguva	1	lhanga	52	0.857
akisumil	1	akisil	51	0.857
sakeiyin	1	seiyin	125	0.857
nachangu	1	nachan	56	0.857
thuseiye	1	thusei	539	0.857
atipouve	1	atiuve	386	0.857
neihinsa	1	neihin	162	0.857
na-pathenho	1	na-pathenu	105	0.857
kilepna	1	kitepna	334	0.857
kilepna	1	kinepna	84	0.857
ichonse	1	chonset	371	0.857
nadongma	1	nangma	2254	0.857
ahi-uve	1	nahiuve	395	0.857
ahi-uve	1	kahiuve	91	0.857
athaodoh	1	atodoh	66	0.857
sul	1	saul	530	0.857
ahuhpeh	1	athupeh	129	0.857
idel	1	del	106	0.857
thilsejo	1	thilse	411	0.857
itou	1	tou	253	0.857
hiluvin	1	heluvin	51	0.857
hiluvin	1	ahiuvin	703	0.857
thilhah	1	thilpha	231	0.857
thilhah	1	chilhah	96	0.857
kaselna	1	kiselna	70	0.857
tato	1	tao	113	0.857
tato	1	ato	52	0.857
pakaiym	1	pakaiya	317	0.857
hinseiyuvin	1	ahinseiyin	68	0.857
kithona	1	kitahna	74	0.857
ipi-jeh-inem	1	ijeh-inem	1384	0.857
ahinvui	1	ahinpui	52	0.857
katijongleh	1	ahijongleh	54	0.857
isot	1	sot	63	0.857
apengtai	1	apetai	69	0.857
kihondoh	1	kondoh	76	0.857
akisuna	1	akisune	52	0.857
atul	1	tul	54	0.857
leng-pa	1	lengpan	413	0.857
moho	1	moh	92	0.857
napeteu	1	napateu	71	0.857
pane	1	pan	294	0.857
anabolda	1	anabol	115	0.857
theu	1	thu	2917	0.857
numeijo	1	numeiho	70	0.857
leivuiho	1	leivui	89	0.857
masangle	1	masang	193	0.857
sing	1	ing	157	0.857
achenga	1	nahenga	221	0.857
lana	1	lan	52	0.857
lana	1	ana	292	0.857
cal	1	chal	146	0.857
dinguleh	1	dingle	97	0.857
babyion	1	babylon	309	0.857
vadungho	1	vadung	300	0.857
achaitan	1	ahitan	322	0.857
mihang	1	meilhang	69	0.857
chuh-in	1	cheh-in	146	0.857
asotdoh	1	apotdoh	101	0.857
nabu	1	nau	401	0.857
hongkul	1	songkul	69	0.857
cholnan	1	chondan	86	0.857
tahsang	1	atahsan	133	0.857
hemuvin	1	heluvin	51	0.857
hemuvin	1	cheuvin	62	0.857
ahin-lha	1	ahinla	564	0.857
alhaiye	1	nalaiye	132	0.857
jerusalemin	1	jerusalema	103	0.857
vaihompi	1	vaihom	131	0.857
dach	1	dah	53	0.857
changtan	1	changa	221	0.857
achinin	1	ahingin	192	0.857
aseltai	1	aseitai	388	0.857
achunin	1	ahungin	211	0.857
achiltai	1	ahitai	1652	0.857
ahih	1	hih	610	0.857
ahih	1	ahi	16761	0.857
pabeiyin	1	paiyin	241	0.857
aliu	1	alu	60	0.857
akimatol	1	akitol	123	0.857
ngaidau	1	ngaidam	59	0.857
nadanga	1	namdang	50	0.857
thihpeh	1	thilpeh	93	0.857
kitanla	1	kitahna	74	0.857
juiyuvin	1	jiuvin	172	0.857
kidedang	1	kidang	208	0.857
hungjun	1	ahungun	91	0.857
ahinglou	1	ahilou	77	0.857
khahpoi	1	kahipoi	59	0.857
naneilou	1	neilou	106	0.857
ganchaho	1	gancha	226	0.857
hopi	1	hop	190	0.857
hopi	1	hoi	163	0.857
asepdoh	1	asemdoh	57	0.857
asepdoh	1	aseidoh	71	0.857
mangah	1	mangthah	76	0.857
namtinte	1	namtin	514	0.857
namtinte	1	namite	140	0.857
akoudin	1	akouvin	86	0.857
nachetan	1	nachen	56	0.857
nachetan	1	nachan	56	0.857
aluchunguva	1	nachunguva	87	0.857
nata	1	nat	94	0.857
sumangun	1	sumang	62	0.857
seh-uva	1	jeh-uva	52	0.857
kakondoh	1	kondoh	76	0.857
gamtang	1	gammang	149	0.857
gamtang	1	gamdang	53	0.857
koipento	1	koipen	140	0.857
ahoilheh	1	ahileh	1611	0.857
michang	1	miching	83	0.857
alhengsa	1	ahenga	176	0.857
chehsoh-uvin	1	cheh-uvin	77	0.857
punguva	1	sunguva	71	0.857
hoto	1	hot	58	0.857
chimlha	1	chilhah	96	0.857
tengpeh	1	tengleh	400	0.857
aphupeh	1	athupeh	129	0.857
thujenga	1	thenga	65	0.857
kithatji	1	kithat	66	0.857
chutobang-ma	1	chutobang	92	0.857
khat-man	1	khatma	94	0.857
chonndan	1	chonna	220	0.857
soni	1	son	103	0.857
alungthimle	1	nalungthim	104	0.857
alungthimle	1	kalungthim	88	0.857
ahiluva	1	hilouva	91	0.857
athenat	1	pathena	133	0.857
athenat	1	athenga	54	0.857
kitohna	1	kitahna	74	0.857
longlut	1	longlou	78	0.857
laim	1	lim	344	0.857
laim	1	lam	1037	0.857
laim	1	lai	767	0.857
phungjat	1	phunga	431	0.857
akitena	1	kitepna	334	0.857
gollha	1	gollhang	97	0.857
abonbut	1	adonbut	415	0.857
thildoh	1	thilsoh	81	0.857
katdoh	1	kipatdoh	72	0.857
nanghin	1	nanghon	605	0.857
anabolji	1	anabol	115	0.857
tongsot	1	atonsot	124	0.857
eiseipeh-in	1	aseipeh-in	99	0.857
malalte	1	milalte	63	0.857
gamkang	1	gammang	149	0.857
gamkang	1	gamdang	53	0.857
kakaiya	1	pakaiya	317	0.857
chulhah	1	chilhah	96	0.857
lhalhah	1	lamlhah	52	0.857
napangin	1	nangin	585	0.857
ahinguve	1	ahiuve	1307	0.857
akineiya	1	aneiya	54	0.857
atotdoh	1	apotdoh	101	0.857
ngaichan	1	nachan	56	0.857
napo	1	nao	86	0.857
akosunga	1	asunga	220	0.857
olih	1	lih	75	0.857
changkai	1	changa	221	0.857
ithahat	1	athahat	69	0.857
aheitai	1	nahitai	57	0.857
aheitai	1	kahitai	61	0.857
achangsi	1	achang	87	0.857
ihetdoh	1	ahetdoh	97	0.857
akisone	1	akisune	52	0.857
aumphung	1	aphung	54	0.857
abolpai	1	aboltai	53	0.857
thutanje	1	thutan	160	0.857
thisanto	1	thisan	317	0.857
kipukhom	1	kikhom	88	0.857
idou	1	dou	188	0.857
thiltea	1	thiltoa	149	0.857
atop	1	ato	52	0.857
achanthe	1	achate	92	0.857
lapi	1	lai	767	0.857
hamding	1	hamhing	92	0.857
achatsep	1	achate	92	0.857
donglou	1	longlou	78	0.857
agongin	1	adongin	100	0.857
-uva	1	uva	1600	0.857
sanginte	1	sangin	268	0.857
lhaiying	1	laiyin	108	0.857
tonguvin	1	touvin	115	0.857
khatjou	1	khattou	89	0.857
achunna	1	achunga	249	0.857
kisedoh	1	kipedoh	57	0.857
kakisun	1	akisune	52	0.857
chanutoh	1	chutoh	476	0.857
thuseiji	1	thusei	539	0.857
aseh	1	seh	376	0.857
aseh	1	ash	116	0.857
aseh	1	ase	52	0.857
chentge	1	chengte	154	0.857
chentge	1	chengse	1347	0.857
agakilah	1	akilah	108	0.857
nachanna	1	nachan	56	0.857
jida	1	jia	59	0.857
akongin	1	adongin	100	0.857
gada	1	gad	94	0.857
gada	1	ada	148	0.857
gote	1	got	81	0.857
chungnung-jo	1	chungnung	174	0.857
asumanga	1	asunga	220	0.857
che-pin	1	cheh-in	146	0.857
namuchen	1	nachen	56	0.857
kiuvin	1	keiyuvin	129	0.857
jima	1	jia	59	0.857
jima	1	ima	174	0.857
aloa	1	alo	64	0.857
inat	1	nat	94	0.857
inat	1	ina	129	0.857
ahungma	1	achunga	249	0.857
apaovin	1	ataovin	50	0.857
khua	1	khu	738	0.857
khua	1	kha	116	0.857
chung-nungjo	1	chungnung	174	0.857
hamdang	1	namdang	50	0.857
hamdang	1	gamdang	53	0.857
huikhoma	1	hikoma	458	0.857
lamkaile	1	lamkai	214	0.857
chu-kom	1	chukoma	69	0.857
nahengah	1	naheng	61	0.857
aphunga	1	achunga	249	0.857
achengpa	1	ahenga	176	0.857
achengpa	1	acheng	87	0.857
phetdoh	1	ahetdoh	97	0.857
chutenga	1	chunga	2274	0.857
aom	1	akom	61	0.857
pakaipa	1	pakaiya	317	0.857
muthimah	1	muthim	132	0.857
knat	1	nat	94	0.857
vepouvin	1	veuvin	198	0.857
nahunglo	1	nahung	187	0.857
masani	1	masangin	59	0.857
gamlamah	1	gamlah	64	0.857
lanuvin	1	lhauvin	66	0.857
kanungah	1	kanung	55	0.857
aheh-in	1	cheh-in	146	0.857
seah	1	seh	376	0.857
seah	1	sah	862	0.857
thengtan	1	thenga	65	0.857
thengtai	1	thenga	65	0.857
hal'	1	hal	52	0.857
kimvel'a	1	kimvel	77	0.857
tamtahma	1	tamtah	478	0.857
kithena	1	kitepna	334	0.857
kithena	1	kitahna	74	0.857
akitolpi	1	akitol	123	0.857
atijotai	1	atitai	104	0.857
akitol'a	1	akitol	123	0.857
dol'	1	dol	195	0.857
hiuvaimo	1	hiuvam	52	0.857
akitol'u	1	akitol	123	0.857
'koi	1	koi	847	0.857
louhel'u	1	louhel	1355	0.857
tadi	1	tai	2148	0.857
anasung	1	angsung	60	0.857
anasung	1	ainsung	106	0.857
avangin	1	apangin	73	0.857
'tua	1	tua	265	0.857
ahungsa	1	achunga	249	0.857
lhoi	1	loi	187	0.857
lhoi	1	lhi	54	0.857
lhoi	1	hoi	163	0.857
namit'in	1	namtin	514	0.857
ahimopoi	1	ahipoi	353	0.857
donging	1	adongin	100	0.857
'nangma	1	nangman	1477	0.857
'ama	1	ama	4814	0.857
thiibol	1	thilbol	187	0.857
atichang	1	achang	87	0.857
'tun	1	tun	343	0.857
chub	1	chu	25976	0.857
houin'ah	1	houina	53	0.857
'thu	1	thu	2917	0.857
tauvinte	1	tauvin	511	0.857
lenmatah	1	lentah	115	0.857
jetlamah	1	jetlam	58	0.857
melchihna-in	1	melchihna	166	0.857
ngaitai	1	nahitai	57	0.857
agaovin	1	ataovin	50	0.857
ihou	1	hou	159	0.857
anna	1	ana	292	0.857
tita	1	tia	886	0.857
a-chung	1	achunga	249	0.857
aphunun	1	ahungun	91	0.857
ngaitopi	1	ngaito	95	0.857
lhagam	1	lhanglam	66	0.857
jita	1	jia	59	0.857
khopumpi	1	khoppi	166	0.857
khopumpi	1	khompi	85	0.857
kisolna	1	kiselna	70	0.857
na-lungthim	1	kalungthim	88	0.857
tomu	1	tou	253	0.857
asangja	1	masanga	508	0.857
asoh-pa	1	nasohpa	72	0.857
akisatto	1	akisat	60	0.857
amansah	1	apansah	84	0.857
koimanla	1	koiman	119	0.857
lungvai	1	lengvai	215	0.857
kachun	1	kachunga	76	0.857
chuti-an	1	chutia	156	0.857
totauvin	1	touvin	115	0.857
totauvin	1	tauvin	511	0.857
nadenga	1	nahenga	221	0.857
gililee	1	galilee	79	0.857
ngah-un	1	ngahmun	267	0.857
geldohun	1	geldoh	92	0.857
konjong	1	kenjong	98	0.857
dim-set	1	adimset	91	0.857
inin	1	nin	335	0.857
peta	1	pet	290	0.857
twikulla	1	twikul	61	0.857
kahungji	1	kahung	148	0.857
kasepeh	1	aseipeh	198	0.857
imachapa	1	imacha	322	0.857
kichoiat	1	kichoi	50	0.857
kichoiat	1	kichat	93	0.857
changjia	1	changa	221	0.857
idan	1	dan	614	0.857
itoh	1	toh	2090	0.857
sukhang	1	suhmang	59	0.857
ahimsan	1	athisan	96	0.857
akilahji	1	akilah	108	0.857
judaten	1	judahte	81	0.857
htia	1	tia	886	0.857
alungun	1	ahungun	91	0.857
neichoin	1	neihin	162	0.857
neingailutna	1	ngailutna	59	0.857
insungah	1	insung	801	0.857
anahitai	1	ahitai	1652	0.857
abengin	1	abangin	56	0.857
achangui	1	achanu	69	0.857
achangui	1	achang	87	0.857
khui	1	khu	738	0.857
khui	1	hui	77	0.857
anahitah	1	ahitah	50	0.857
amupatah	1	amatah	65	0.857
dangman	1	nangman	1477	0.857
aanguva	1	banguva	52	0.857
leisetna	1	leiset	1040	0.857
adoa	1	ada	148	0.857
nanghole	1	nangho	1488	0.857
achuvin	1	cheuvin	62	0.857
achuvin	1	chauvin	62	0.857
hagih-in	1	hih-in	235	0.857
nakhutle	1	nakhut	190	0.857
manseh	1	manasseh	51	0.857
khopihoa	1	khopia	562	0.857
ahongin	1	ahungin	211	0.857
ahongin	1	ahingin	192	0.857
ahongin	1	adongin	100	0.857
tahsanle	1	tahsan	282	0.857
lhagaole	1	lhagao	460	0.857
achasenu	1	achanu	69	0.857
chihnale	1	chihna	218	0.857
hungding	1	hungin	67	0.857
sonu	1	son	103	0.857
ahille	1	ahiloule	145	0.857
thuphale	1	thupha	170	0.857
nangaito	1	ngaito	95	0.857
iekhabu	1	lekhabu	95	0.857
uman	1	uma	214	0.857
uman	1	man	381	0.857
ainkoho	1	ahinkho	97	0.857
nahungin	1	nungin	81	0.857
nahungin	1	nangin	585	0.857
nangmale	1	nangma	2254	0.857
puidohje	1	puidoh	95	0.857
sopiteni	1	sopite	93	0.857
chuchepa	1	chuche	291	0.857
poteuvin	1	pouvin	178	0.857
kipanale	1	kipana	209	0.857
atahsanu	1	atahsa	114	0.857
umchanje	1	umchan	116	0.857
achangva	1	achang	87	0.857
anti	1	ati	3544	0.857
louhelun	1	louhel	1355	0.857
ikho	1	kho	539	0.857
atuhtai	1	athitai	62	0.857
tamtahle	1	tamtah	478	0.857
leisetle	1	leiset	1040	0.857
pathennu	1	pathen	3403	0.857
idonbut	1	adonbut	415	0.857
abongin	1	adongin	100	0.857
abongin	1	abangin	56	0.857
akipatdohtai	1	akipatdoh	137	0.857
kaim	1	kam	79	0.857
kaim	1	kai	121	0.857
potdoh-a	1	potdoh	167	0.857
pathenle	1	pathen	3403	0.857
alungse	1	lungset	187	0.857
kakilha	1	kailhah	78	0.857
koihamin	1	koiham	148	0.857
kageiyin	1	keiyin	404	0.857
tahsanho	1	tahsan	282	0.857
lhungna	1	lhungin	94	0.857
inma	1	ina	129	0.857
inma	1	ima	174	0.857
nini	1	nin	335	0.857
kaon	1	kon	867	0.857
kalungsa	1	kalung	154	0.857
khovah-a	1	khovah	203	0.857
theiyan	1	theiyin	96	0.857
aima	1	ima	174	0.857
aima	1	ama	4814	0.857
lhuntin	1	lhungin	94	0.857
gelu	1	gel	217	0.857
jinglhun	1	jingun	78	0.857
inam	1	nam	208	0.857
inam	1	ina	129	0.857
thilteho	1	thilto	950	0.857
iheuvin	1	heluvin	51	0.857
iheuvin	1	cheuvin	62	0.857
anungun	1	ahungun	91	0.857
nachanga	1	nachan	56	0.857
chubanin	1	chanin	61	0.857
aleiyun	1	aseiyun	106	0.857
sungula	1	sunguva	71	0.857
ibon-chauva	1	abonchauva	292	0.857
lungsetna-in	1	lungsetna	111	0.857
neitalou	1	neilou	106	0.857
pheu	1	phu	101	0.857
anatohji	1	anatoh	96	0.857
ijen	1	jen	267	0.857
thenge	1	thengsel	64	0.857
ganthei	1	genthei	256	0.857
isun	1	sun	181	0.857
athuvin	1	thouvin	53	0.857
athuvin	1	atouvin	53	0.857
athuvin	1	atiuvin	259	0.857
nang-ho	1	nanghon	605	0.857
atah-san	1	atahsa	114	0.857
phungpha	1	phunga	431	0.857
kiha	1	kha	116	0.857
thanomte	1	thanom	88	0.857
joujovin	1	jouvin	137	0.857
nachahin	1	nachan	56	0.857
dimsetle	1	dimset	151	0.857
chetadi	1	achetai	70	0.857
chamnale	1	chamna	192	0.857
lhachanu	1	lhacha	154	0.857
aoisung	1	ainsung	106	0.857
ijakaiah	1	ijakai	129	0.857
guma	1	uma	214	0.857
hicheni	1	hicheng	557	0.857
lhadaina	1	lhaina	78	0.857
sumangho	1	sumang	62	0.857
ka-i	1	kai	121	0.857
itan	1	tan	1520	0.857
to-bang	1	tobanga	117	0.857
to-bang	1	itobang	147	0.857
