Vocabulary	Count
athijin	1
athijou	1
athikon	5
athikoncha	1
athil	102
athil-bol	1
athil-dih	1
athil-keo	1
athil-kol	1
athilah	1
athilboh	1
athilbol	145
athilbola	1
athilbolna	1
athilbolu	11
athilchoh	1
athilchom	1
athile	1
athilehomu	1
athilgon	7
athilgonu	5
athilguh	2
athiljah	1
athiljoh	2
athilkeo	51
athilkeova	1
athilkeovu	7
athilkeu	1
athilkholna	1
athillu	1
athillut	1
athilman	1
athilmat	1
athilmong	1
athilmu	6
athilo	16
athilon	4
athilona	1
athilong	12
athilonga	1
athilongdoh	1
athilongpa	5
athilongpan	1
athilongu	2
athilonna	2
athilotai	1
athilou	2
athilouna	1
athilpai	5
athilpaiye	1
athilpeh	6
athilpeh-in	1
athilpeh-u	1
athilpehho	1
athilpha	4
athilphal	1
athilpoh	4
athilpohna	1
athilse	8
athilsei	2
athilsem	2
athilsema	1
athilsemho	1
athilsemna	1
athilsemsa	1
athilsemu	1
athilsoh	8
athilto	43
athiltoh	2
athiltou	5
athilup	3
athiluvin	1
athim	5
athima	2
athimdel	2
athimilsa	1
athimin	2
athimkom	1
athimkut	1
athimlon	1
athimna	1
athimoh	8
athimsah	2
athimsah-in	2
athimsoh	3
athimtai	2
athimtan	10
athin	41
athina	19
athinave	1
athinei	1
athineiya	1
athing	15
athingga	4
athingin	1
athingkong	3
athinglha	1
athinglhan	1
athinglhang	4
athinglom	1
athingna	1
athingpel	8
athinkha	1
athip	29
athipa	7
athipai	10
athipaitai	1
athipbehna	1
athipchet	1
athipdel	1
athipet	1
athipi	1
athipoi	1
athipsah-e	1
athiptauvin	1
athiput	1
athisa	36
athisah	3
athisan	96
athisana	7
athisanse	1
athisanu	3
athisoh	5
athitah	1
athitah-a	1
athitai	62
athitan	29
athitauve	5
athitei	1
athiteng	1
athitha	1
athitoh	1
athiu	3
athiuva	3
athiuve	1
athiuvin	5
athivah	1
athjsan	1
atho	10
athoa	6
athodoh	16
athodohji	1
athoh	112
athoh-a	1
athoh-e	4
athoh-un	1
athoh-uve	1
athohchai	1
athohgim	7
athohgima	3
athohjin	1
athohjinge	1
athohjou	1
athohna	2
athohsah	3
athoi	6
athoidam	2
athoidamna	1
athoidel	1
athoimat	1
athoipeh	2
athoisoh	1
athoiya	2
athoiyin	1
athokit	1
athokitna	1
athol	3
athom	1
athon	10
athon-ah	1
athona	1
athonau	2
athongsoh	1
athontai	1
athopantan	1
athot	35
athot'a	1
athot'e	1
athot'in	3
athot'un	1
athot'uvin	1
athot-e	1
athot-in	1
athotauve	1
athoth	14
athotsoh	2
athottauve	1
athou	3
athoudoh	22
athoudoh-in	9
athoudohtan	1
athoujin	1
athousoh	1
athoutai	2
athouva	6
athouve	1
athouvin	31
athouvun	6
athu	197
athu-tep	1
athua	16
athubol	1
athuchan	1
athucheng	1
athuchih	6
athudan	1
athudol	17
athugil	1
athuh	14
athuh-a	1
athuh-e	2
athuh-in	2
athuhil	15
athuhilna	1
athuhje	1
athuhjol	1
athuhoa	1
athuhpeh-in	1
athujah	3
athujah-u	1
athujong	1
athule	1
athulem	7
athulhah	2
athum	60
athum'uvin	1
athuma	1
athumdoh	1
athume	3
athumin	11
athumjat	1
athumna	11
athumnapa	1
athumnau	1
athumop	10
athumpau	1
athumpeh	1
athumsoh	1
athumtai	6
athumtan	2
athumtauve	1
athumu	2
athumui	3
athumun	5
athumvei	4
athumveina	1
athumveina-in	2
athun	9
athunei	3
athuneina	2
athuneinaa	1
athuneiya	1
athupa	1
athupeh	129
athupehsa	8
athupha	1
athuphatna	1
athuphon	1
athuphondoh	1
athupi	3
athupipen	1
athupoh	2
athupoh-u	1
athuptepsa	1
athusei	97
athuseiho	7
athuseijouse	1
athuseipa	1
athuseisa	1
athuseite	1
athuseiya	5
athuseiyin	1
athuseiyu	18
athusim	3
athusoh	5
athutan	7
athutana	1
athutanna	3
athutep	28
athutepna	1
athuteppa	2
athutepsa	9
athuteptan	1
athuti	1
athuu	2
athuva	1
athuvin	1
ati	3544
ati-bah-u	1
ati-ho-uvin	1
ati-na	1
atia	68
atibah	2
atibe	1
atibol	1
atiboldoh	2
atibouve	2
atibouvin	1
atichang	1
atichung	4
atichunga	5
atida	1
atidam	1
atidamten	1
atidang	1
atidiu	2
atidoh	1
atih	6
atih-uvin	1
atihone	1
atihou	1
atihumdoh	1
atija	10
atijajahtan	1
atijan	2
atijapouve	1
atijasoh	1
atijat	3
atijauvin	2
atijeh	6
atijeh-in	1
atiji	1
atijie	6
atijin	2
atijoh	2
atijolsel	1
atijotai	1
atikhuma	1
atikit	2
atikitleuve	1
atikong	1
atil	30
atila	4
atilchang	3
atildoh	10
atildoh-in	1
atile	51
atileh	187
atilhone	3
atilhonin	1
atilkhou	7
atilkhouna	2
atilkhouvin	4
atilkhouvun	1
atilou	2
atilse	1
atilsen	1
atilsetai	1
atilseuvin	6
atiltai	2
atiltan	1
atiluvin	1
atim	2
atimhat	1
atimul	11
atin	245
atina	8
atinah	1
atinaje	4
atinakhem	1
atinalaiye	1
ating	11
atingkang	1
atingle	1
atingu	1
atingvum	1
atinin	1
atinjou	1
atinkih	1
atintan	1
atipa	1
atipaiye	1
atipan	1
atipat	3
atipatpa	1
atipau	2
atipeh	21
atipeh-	1
atipeh-e	79
atipeh-in	1
atipeh-uve	2
atipeh-uvin	2
atipehe	1
atipet	1
atiphah	2
atiphat	3
atipoi	2
atipon	1
atipouve	1
atipumu	1
atisah-e	3
atisah-in	1
atisan	1
atisat	1
atisoh	5
atit	1
atitai	104
atitan	2
atitauve	17
atitauvin	4
atithah	9
atithei	2
atiu	99
atiu-vin	1
atiule	7
atiuleh	7
atiutoh	1
atiuva	20
atiuve	386
atiuvem	1
atiuvin	259
ativangin	3
atjengin	1
atkhom	1
atla	1
atlet	1
atlhuh	1
atln	1
atlouva	1
atna	7
atnau	2
ato	52
ato-sah-in	1
atoa	6
atobang	2
atobeiya	1
atobuh	2
atodoh	66
atodoh-u	2
atodohsa	1
atodohsau	2
atodohu	1
atodolu	1
atodop	4
atogola	1
atoh	173
atoh-in	5
atoh-u	2
atoh-uva	2
atoh-uvin	3
atohchai	1
atohdiu	1
atohdoh	31
atohdoh-u	1
atohdohsa	2
atohdol	1
atohga	7
atohgan	1
atohgau	4
atohgim	2
atohgima	1
atohhu	1
atohjinguva	1
atohkhah	2
atohkhan	1
atohlam	1
atohman	9
atohmo	2
atohna	8
atohnau	2
atohnom	2
atohpeh	2
atohpi	1
atohsah	4
atohsah-un	1
atohsah-uvin	2
atohsahna	1
atohsahuve	1
atohuva	1
atoi	3
atoilphauvin	1
atojeh	1
atojoh	1
atojou	8
atoka	1
atokhah	12
atokhah-a	1
atol	17
atolam	1
atolamu	1
atoldoh	9
atoldohin	1
atolin	1
atoljou	1
atolkoitan	1
atolle	1
atollhah	1
atolmang	14
atolmanga	1
atolmangin	2
atolmangtan	1
atolmanguva	1
atolsah	1
atolsah-in	1
atolsoh	2
atoltauve	1
atoluvin	1
atom	13
atomatna	2
atomchah	1
atomin	11
atomjin	1
atomjol	29
atomjola	1
atomjolin	2
atomjolsa	1
atomjolsel	1
atomjolsoh	3
atomlel	1
atomlhah-un	1
atomna	4
atomnan	2
atompeh	1
atomsoh	6
atomtauvin	1
atomtha	1
atomun	3
aton	1
atona	1
atoneng	1
atong	13
atongdoh	1
atonge	3
atongin	4
atongjie	1
atongjin	1
atongkha	7
atongkhapa	2
atongsoh	2
atongtauve	1
atongui	2
atongun	1
atonguve	3
atonguvin	1
atonom	3
atonoma	1
atonsah-in	1
atonsot	124
atop	1
atopeh	6
atopet	1
atophei	1
atopna	6
atosetna	2
atosoh	4
atot	9
atotauve	1
atotdoh	1
atotha	5
atothei	3
atou	50
atoudet	1
atoudoh	8
atoudoh-in	1
atoudoh-uvin	1
atougol	1
atouho	2
atoujie	1
atoujin	1
atoujing	1
atoukal	1
atoukhom	3
atoukhompi	1
atoukhomsah	2
atoule	2
atoumun	1
atouna	17
atounau	1
atoupa	1
atoupet	7
atoupha	12
atouphana	1
atouphauva	1
atouphauvin	3
atoupiho	1
atoupin	1
atoupiuvin	1
atousah	19
atousah-e	1
atousah-in	6
atousah-un	3
atousah-uvin	2
atousahin	1
atoutai	15
atoutan	8
atoutau-vin	1
atoutauve	3
atoutha	1
atouva	10
atouve	13
atouvet	1
atouvin	53
atouvu	2
atouvui	2
atouvun	10
atouvuva	2
atpa	1
atpan	1
atphat	1
atroth-shophan	1
attai	4
attalia	1
attan	1
atte	1
attel	1
atu	15
atuh	37
atuh-in	10
atuh-un	1
atuhchah	1
atuhden	1
atuhdet	2
atuhgah	1
atuhlhuh	1
atuhpeh	1
atuhtai	1
atuhun	1
atui	12
atuichom	1
atuidan	3
atuiho	1
atuijouse	1
atuilam	1
atuile	1
atuipen	2
atuisel	1
atuiye	4
atul	1
atulhan	1
atulhu	1
atulhuvin	1
atum	7
atuma	1
atumbeh	22
atumbeh-in	2
atumbeh-uvin	1
atumbongin	1
atumin	6
atumkeh	7
atumkehuva	1
atumkit	1
atumpi	1
atumpiu	1
atumu	1
atun	25
atuna	1
atundet	1
atundoh	20
atundoh-u	1
atundohna	1
atung	10
atung-in	1
atungdoh	18
atungdoh-e	1
atungdoh-in	3
atungdoh-un	2
atungdohtai	1
atunge	1
atungin	9
atungji	2
atungtai	3
atungtan	1
atungthim	1
atungtun	3
atungtuna	3
atungun	2
atunguvin	4
atunlutna	4
atunna	12
atunpa	1
atunsah	1
atunu	1
atup	8
atupa	6
atupan	1
atupau	1
atupeh	1
atupouvin	1
atuptan	2
atuson	2
atutai	1
atute	12
atuteu	3
atuteuvin	2
atwi	31
atwi-kong	1
atwibel	6
atwidil	1
atwidon	1
atwikhanglen	1
atwikhuh	2
atwikong	1
atwikul	3
atwilam	3
atwilen	1
atwipai	2
atwiput	1
atwiputna	1
atwithol	1
atwiya	1
au	9
au-pat	1
auamsah-in	1
augustus	2
aui	1
auile	1
auilet	1
auipon	1
auisah	1
auisoh	1
auitai	1
aum	498
aum-tapoi	1
auma	98
aumbebe	1
aumbom	1
aumbouve	6
aumchah	3
aumchan	15
aumchanu	1
aumdan	1
aumdeh	8
aumden	33
aumdena	1
aumdene	1
aumdenin	3
aumdentai	7
aumdentan	1
aumdet	1
aumdoh	24
aumdoh-uvin	1
aumdohjin	1
aumdol	2
aume	164
aume'	1
aumgam	1
aumhih	1
aumho	1
aumin	203
aumje	2
aumjeh	3
aumjeh-in	2
aumjeh-uva	1
aumjehin	1
aumjeng	1
aumji	4
aumjie	5
aumjin	7
aumjitai	2
aumjitan	1
aumjiuvin	1
aumjo	1
aumjohna	1
aumjoi	3
aumjongle	1
aumjotan	1
aumjou	1
aumjouve	1
aumkha	5
aumkhapoi	1
aumkhom	2
aumkhompi	4
aumkhomui	1
aumkhum	1
aumkim	3
aumkimsoh	2
aumkimvel	2
aumkimvel'in	1
aumkit	1
aumkul	1
aumlai	2
aumlam	2
aumle	20
aumleh	3
aumlo	2
aumlou	8
aumlouje	1
aumlouna	4
aummui	1
aumna	61
aumnahlai	1
aumnai	11
aumnau	3
aumnauva	1
aumnauve	1
aumpai	1
aumpaiye	1
aumpeh	1
aumpet	17
aumpet'in	2
aumphung	1
aumpi	29
aumpia	1
aumpiho	1
aumpin	3
aumpina	1
aumpiu	2
aumpiuvin	2
aumpoi	234
aumpon	49
aumpou	2
aumpouve	12
aumpouvin	2
aumsa	12
aumsah	29
aumsah-e	2
aumsah-in	1
aumsahna	2
aumsahpa	1
aumsahsa	1
aumsoh	10
aumsoh-in	1
aumsot	2
aumta	1
aumtah	3
aumtai	44
aumtan	32
aumtapoi	43
aumtapon	7
aumtapou	1
aumtapouve	2
aumtapouvin	1
aumtauve	14
aumtauvin	8
aumtei	1
aumthai	1
aumthim	2
aumu	5
aumui	12
aumun	23
aumuva	4
aumuve	13
aumuvin	16
aumvah	1
aun	1
aung	1
aunu	5
aupa	20
aupaho	2
aupapen	9
aupapena	1
aupat	2
aupateu	2
aupau	2
aute	1
ava	15
avabah	1
avacha	1
avachet	1
avadung	2
avah	123
avah-a	1
avah-choitauvin	1
avah-e	2
avah-in	6
avah-u	3
avah-un	1
avahcheh	1
avahchehho	1
avahchoi	41
avahchoiji	2
avahchoina	3
avahchoipouve	1
avahchoitauve	1
avahchoitauvin	1
avahchoiya	1
avahchoiyin	7
avahchoiyu	2
avahchoiyui	1
avahchoiyun	6
avahdoh	1
avahdohna	1
avahgong	1
avahhon	1
avahje	1
avahjing	1
avahle	9
avahlea	1
avahlen	5
avahleuvin	3
avahlut	3
avahmang	5
avahmangji	1
avahna	1
avahnai	1
avahngoi	1
avahpem	3
avahsa	1
avahsah	4
avahsoh	1
avahtai	1
avahva	6
avahvan	1
avai	55
avaibol	6
avaibola	2
avaibolte	1
avaicha	2
avaichat	7
avaichatlo	1
avaichatsah	1
avaihom	10
avaihoma	1
avaihomho	1
avaihomin	2
avaihomte	1
avaihomteu	1
avaihomu	1
avaikon	3
avaikona	1
avaikondoh	1
avaikonin	2
avaikonna	1
availam	28
availang	2
availhahna	1
availhuna	1
availhung	1
avaipiu	1
avaipoh	2
avaipohna	2
avaipoho	1
avaipohovin	1
avaipoteu	1
avaiput	6
avaiya	12
avaiyin	3
avajie	1
aval	35
avala	3
avaldoh	21
avale	5
avalea	1
avalena	1
avaleu	1
avaleuva	1
avalhapoi	1
avalin	3
avaljon	1
avallhum	4
avallhuma	2
avam	1
avamang	2
avan	6
avandah-in	1
avang	7
avangin	1
avangkom	1
avanglai	2
avangpha	3
avangphai	1
avangsa	1
avansah-in	1
avantil	14
avantilte	2
avantilteuvin	1
avasah	1
avaset	5
avasoh	4
avat	1
avathai	2
ave	40
ave-lhi	10
ave-ngam	1
avechang	1
avegol	1
avei	14
aveiden	1
aveikan	1
aveikanben	1
aveikanum	1
aveilam	4
aveilama	1
aveini	1
aveipeh	1
aveipon	1
aveisah	1
aveisea	1
aveiset	1
aveiseuvin	1
aveiya	31
aveiyin	3
aveiyuva	7
avejie	1
avejinge	1
avejingin	1
avekeuvin	1
avel	34
avel'a	2
avel'in	1
avela	6
avelbem	1
avele	1
avelhi	3
avelhin	1
avelin	2
avelkam	2
avelkol	13
avellhing	1
aveloiyin	1
avelsei	5
aveltomna	1
avelu	1
aven	57
aveng	1
avet	73
avetai	2
avetan	2
avetchil	15
avetchila	6
avetchilseh	1
avetchilsoh	1
avetda	4
avetdan	2
avetdana	1
avetdol	1
avetgola	1
avetji	1
avetjing	1
avetkahna	1
avetle	1
avetleh	1
avetna	1
avetneo	1
avetnom	3
avetnomu	1
avetoh	3
avetpeh	4
avetsa-in	1
avetsah	35
avetsah-e	1
avetsah-in	6
avetsah-ui	1
avetsah-uvin	1
avetsahji	1
avetsahna	3
avetsoh	2
avetsuiya	1
avettoh	3
avettup	1
avetup	6
avetup'a	1
aveuvin	7
avil	5
aving	3
avit	1
avith	2
avivanga	1
avo	7
avo-lhu	1
avo-lhun	1
avobong	2
avobongin	1
avobongsoh	1
avochai	1
avochaihel	1
avochaipeh	2
avochim	1
avochimdel	1
avochimin	3
avochimsoh	5
avodet	1
avodi	1
avoginguve	1
avogoi	6
avogoisel	1
avogoisoh	2
avogoiyin	2
avogoiyun	1
avogoiyuvin	1
avoh	26
avoh-u	2
avohcheh-a	1
avohchip	1
avohgoi	2
avohkeh	2
avohlhuh	1
avohna	1
avoi	1
avojal	3
avokeh	3
avolhu	1
avolhun	1
avolih	1
avom	4
avoma	2
avomdena	1
avomjep	1
avomjoh	1
avomjon	1
avomlou	1
avomsoh	2
avon	23
avonpeh	1
avonpeh-in	1
avonu	2
avop	22
avopgel	1
avopsah	1
avoptai	1
avotang	2
avotauve	1
avou	3
avoujang	12
avoujangu	2
avouji	1
avouso	6
avouthah	4
avouvin	11
avovin	1
avuh	3
avui	20
avui-thauvin	1
avuiden	1
avuiding	1
avuidoh	2
avuidoh-uvin	1
avuijou	1
avuisah	1
avuitai	3
avuitapouve	1
avuitapouvin	1
avuitauve	38
avuitauvin	3
avuitha	9
avuivuyin	1
avuiya	2
avuiyin	1
avuiyu	4
avuiyun	4
avuiyuvin	1
avul	8
avulin	1
avulsoh	1
avun	27
avuna	4
avupeh	1
avut	4
avutdi	2
avutvam	3
avuvangpeh	1
avva	2
avvim	2
avvima	1
aw	19
aw-thongje	1
awgintoh	1
awn	1
awso	2
ayyah	1
az	36
az'arel	2
az'maveth	1
azali	1
azani'ah	1
azarel	1
azari	47
azari'ah	7
azariah	2
azaz	2
azazel	4
azazi	2
azaziah	1
azbuk	1
aze	3
aze'kah	1
azekah	3
azel	6
azgad	4
azi	1
azmon	3
aznoth	1
azonta	1
azor	1
azorin	1
azotus	1
azri	6
azri'kam	2
azu	4
azzan	1
azzur	2
azzurchapa	1
b-	1
ba	224
ba'ana	1
ba'anah	1
ba-ase	1
ba-el	2
baal	20
baal-hanan	2
baal-zephon	1
baalah	4
baalam	1
baalmeon	1
baalzephon	3
baana	2
bab	1
babal	1
babel	22
baboh	1
babyion	1
babylana	1
babylon	309
babylona	8
babylonin	1
baca	1
bad	2
bael	1
bah	64
bah-gam	1
bah-in	1
baha	1
bahche	2
bahchea	1
bahgam	21
bahgama	5
bahgampa	2
bahgamu	2
bahgup	1
bahkai	76
bahkaiho	6
bahkaipan	1
bahkaipi	2
bahkaipin	1
bahkaite	5
bahkaiten	1
bahkaiyin	4
baho	1
bahsah	4
bahsah-in	5
bahthel	1
bahu	5
bahurim	1
bai	11
baidom	1
baijo	1
baijoa	1
baijom	1
baikhen	2
bailam	9
bailama	1
baipoi	1
baitah	2
baitah-in	3
baiya	2
baja	5
bakai	1
bakbak	1
bakbuk	1
bakbuki'ah	3
bakkuk	1
bal	17
bal'in	3
bala	3
balaam	76
balaamin	7
balah	1
balak	45
balak-in	9
balbalin	1
balsa	1
balsam	2
baltina	1
baluvin	1
bam	1
bamah	1
bamea	2
bamoth	2
bamoth-ba	1
bamoth-baal	1
ban	105
ban-gol	8
ban-thahat	1
bana	20
banajamin	1
bancha	2
banchan	2
bang	1096
banga	1113
bangabou	1
bangajam	1
bangbou	1
banghen	1
bangho	1
bangin	925
bangjo	2
bangjoh	2
bangjong	1
bangjonge	1
bangkeo	1
bangkhai	2
bangkhun	1
bangkot	43
banglai	3
bangle	8
bangleh	2
bangleu	1
bangm	1
bangma	7
bangmai	1
bangman	2
bangol	4
bangpa	1
bangtah	13
bangtah-a	3
bangtah-in	4
bangtah-u	1
bangtahin	1
bangu	38
bangu-vin	1
bangule	2
banguleh	1
bangun	13
banguva	52
banguvin	33
bangvang	1
bangvuma	1
bani	17
banin	11
banjamin	2
banjang	22
banjanga	1
banjet	3
banjop	2
bannai	1
banpi	1
bansao	1
banse	2
bantah	7
bantan	2
bantanpeh	1
bantha	5
banthahat	2
bantom	2
banu	4
banuva	1
baotam	10
baotamna	1
bapeh	1
baptist	17
baptize	85
bar	4
bar-jesus	1
barabbas	11
barachiah	1
barak	18
barak-in	3
bari	1
barkos	2
barnabas	29
barnabas-in	4
barnea	1
barsabbas	2
bartholomew	4
bartimaeus	2
baruch	26
baruch-in	3
barzil	13
barzil'lai	2
base	1
basemath	6
bashan	59
bat	39
bateu	1
bath	9
bath-rab	1
bath-shu	2
bathshe	19
bathsheba	4
batle	1
batman	2
batmana	1
batna	2
batnin	1
batpa	1
batsah	1
batsom	1
bav'vai	1
baz	1
bazalel	1
bazlith	1
bazluth	1
bbang	1
be	88
be'bai	1
be'zai	2
be-aloth	1
be-am	1
be-el	2
be-er	8
be-er'oth	1
be-era	1
be-eroth	2
be-na	1
bea	1
beali	1
beam	3
beb	1
bebai	2
bebseh	1
becai	4
bechang	1
becheh	1
becher	6
beco	1
bed-e	11
bed-edom	1
bed-mel	6
bedad	2
bedan	1
bede	2
bededom	2
bedei	1
bee	1
beeli	1
beelzebul	10
beer	4
beer-e	1
beer-sheba	14
beeri	1
beerlahairoi	2
beersheba	19
beershebaa	1
bego	11
begon	1
beh	299
beh-a	1
beh-e	3
beh-in	44
beh-nu	1
beh-u	2
beh-un	5
beh-uvam	1
beh-uvin	5
behah	1
behbeh	1
behdiu	1
behemoth	3
behgin	1
behin	1
behlou	1
behna	2
behsa	1
behse	2
behseh	383
behseh-a	1
behseh-e	4
behseh-in	7
behseh-un	1
behseh-uva	2
behseh-uvin	1
behsehjeh-u	1
behsehjeng	1
behsehuvin	1
behtauvin	1
behtuel	1
behuvin	1
bei	168
beiden	1
beidiu	1
beihel	106
beihel'in	1
beihela	37
beihelin	12
beihelna	3
beiho	9
beijah	1
beikah	1
beile	1
beilhela	1
beilou	2
beimoa	1
beina	12
beipa	6
beipai	2
beipeh	3
beisa	1
beise	1
beishaz	1
beisoh	11
beitan	2
beite	5
beithei	2
beitih	12
beitoh	1
beivah	1
beiya	124
beiyin	68
beiyu	1
bejong	1
beka	1
bekan	2
bel	136
bel-beer-sheba	1
bel-bilneiyin	1
bel-ho	2
bel-keo	4
bela	17
belap	6
belapna	1
belbul	4
belcha	3
belchom	1
beldena	1
beldeng	1
beldengpa	7
beldengpan	1
beleiya	1
belial	1
belkehbai	1
belkehsa	1
belkeosa	1
belkonga	1
bellei	3
belleiset	1
belleiya	2
belphul	2
belshaz	7
belteshaz	10
belto	1
bem	4
bema	3
bemim	1
bemin	4
bempel	1
bempil	1
ben	17
ben-ammi	1
ben-ha	4
ben-hadad	34
ben-hail	1
ben-oni	1
ben-zoheth	1
bena	45
benai	6
benaiah	2
benajamin	1
benajmin	1
bene	1
beneja-akan	1
benejaakan	2
beng	8
benga	4
bengajong	1
bengin	5
bengmul	1
bengton	1
bengun	1
benguvin	3
benha	2
benhadad	4
beni'nu	1
benjamin	193
benjaminin	1
beno	2
benseh	1
beon	1
beor	7
bep	289
bepah	1
bepcha	2
bepjie	1
beple	1
bepma	3
bepseu	2
bepseuve	2
bepseuvui	1
ber	3
bera	4
berechi	12
berechi'ah	3
bered	3
beri	8
beriah	5
berith	1
bernice	4
bero	2
beroea	4
beryl	3
besai	2
besh	2
besh-gil	5
besh-gilead	5
besheth	2
beshgil	2
besodei'ah	1
besor	3
bet	8
betah	1
beten	1
beth	36
beth-a	5
beth-anath	2
beth-aven	1
beth-az'maveth	1
beth-ba	1
beth-biri	1
beth-boron	3
beth-car	1
beth-e	1
beth-eden	1
beth-eked	2
beth-gader	1
beth-gilgal	1
beth-hac'che'rem	1
beth-hacche	1
beth-haggan	1
beth-hanan	1
beth-ho	1
beth-hor	4
beth-horon	1
beth-le-aph	1
beth-mar	1
beth-me	1
beth-millo	2
beth-nimrah	2
beth-pelet	1
beth-peor	4
beth-re	1
beth-rehob	1
beth-saida	1
beth-shan	2
beth-she	2
beth-shean	2
beth-shemesh	12
beth-togar	2
beth-zur	1
bethai	1
bethany	15
bethar	1
bethashbe	1
bethdiblatha	1
bethel	70
bethela	9
bethelle	1
bethema	1
bethga	1
bethharan	1
bethjesh	3
bethjeshimoth	1
bethle-hem	1
bethlehem	53
bethma	1
bethmilia	1
bethon	3
bethphage	3
bethra	1
bethsaida	9
bethshan	1
bethshemesh	6
bethu	1
bethuel	7
bethuel-injong	1
bethul	1
bethzur	2
beuva	1
beuve	1
beuvin	4
bez	3
bezalel	24
bezalelin	2
bezek	3
bezer	5
bi	2
bi-benob	1
bi-lha	1
bia	1
bib	2
bible	1
bichri	9
bidkar	1
big	3
big'vai	3
bigtha	1
bigthan	1
bigthana	1
bih	13
bih-in	1
bil	1
bil'gai	1
bil-hom	1
bilba	9
bildad	8
bilgah	3
bilha	1
bilhah	12
bilhan	4
bilkol	8
bilshan	1
bim	4
bimhal	1
bin	9
bin'nui	4
bing	7
bingin	1
bingjia	1
bingpeh	1
binna	1
bir	1
birsha	1
bishlam	1
bit	1
bitchet	1
bith	1
bithynia	2
bitkeiya	4
bitkeiyin	2
bitna	1
bitshan	1
biziothi	1
biztha	1
blastus	1
bo	30
bo-eh	1
boanerges	1
boaz	28
boaz-in	2
bob	1
bochim	3
bodoh	4
boh	166
boh-in	5
boh-u	2
boh-un	4
boh-uvin	2
bohan	2
bohdin	1
bohho	2
bohji	1
bohjia	1
bohjovin	1
bohkhup	9
bohkhupuva	1
bohlep	2
bohlo	1
bohna	19
bohni	1
bohsa	6
bohsau	2
bohsele	1
bohtan	1
bohuvin	2
boi	2
boina	6
boinu	3
boipu	12
boipun	1
bol	639
bol'a	4
bol'in	1
bol'u	1
bol'uving	1
bol-hesohna	1
bol-ho	1
bol-uvin	1
bola	90
bolam	1
bolbe	1
bolchai	1
bolchetna	1
bolda	14
boldahen	1
boldam	19
boldama	2
boldamin	1
boldamna	1
boldamun	1
boldan	5
boldang	1
boldau	1
boldauvin	4
boldeh	1
boldia	4
boldin	4
bolding	4
boldinga	1
boldoh	45
boldohna	4
boldohpa	2
boldung	2
bole	2
bolgen	1
bolgenthei	21
bolgentheina	15
bolgentheipa	5
bolgentheite	2
bolgentheiya	24
bolgentheiyin	1
bolgim	8
bolgima	2
bolgimho	1
bolgimin	1
bolgimna	4
bolgimpan	1
bolgo	1
bolgot	1
bolgun	1
bolin	12
bolje	6
boljeh	4
boljeng	2
boljengin	2
boljengu	1
boljengun	1
bolji	9
boljia	3
boljin	1
boljing	4
boljo	3
boljon	2
boljong	7
boljou	1
boljouvin	1
bolkha	1
bolkhel	2
bolkhum	2
bolkit	1
bollam	1
bollama	2
bolle	1
bolleng	1
bolleu	3
bollhonin	1
bollou	3
bollouvin	1
bolmai	1
bolman	2
bolmo	11
bolna	68
bolnaa	1
bolnadinga	1
bolnan	5
bolnauva	2
bolngai	3
bolnom	1
bolpa	19
bolpan	4
bolpeh	32
bolpeh-in	4
bolpehna	1
bolpen	2
bolphat	1
bolpi	1
bolpina	1
bolpon	1
bolpou	2
bolpouhite	1
bolsa	3
bolsah	4
bolse	3
bolsea	3
bolseh	1
bolselea	1
bolset	11
bolset-na	1
bolsetna	14
bolsoh	1
bolsung	1
bolsunga	2
bolta	1
boltai	3
boltan	4
boltapon	1
boltauvin	2
bolte	43
boltea	2
bolteho	1
bolten	3
bolteu	1
bolthei	15
boltheina	9
boltheiyinte	1
bolthu	1
boltoh	1
bolu	12
boluhite	3
bolun	7
bolung	1
boluva	3
boluvin	10
bom	12
boma	5
bombel	3
bomcha	1
bomin	4
bon	78
bon-ngan	2
bona	4
bonchal	1
bonchan	9
bonchauvin	5
bong	114
bong-eh	3
bonga	9
bongchal	298
bongchala	1
bongchalin	1
bongchalsa	2
bongchalte	6
bongdi	1
bonge	1
bonggol	2
bonghon	3
bongin	18
bongkang	12
bongkul	2
bongla	15
bonglagol	4
bongle	2
bongnoi	41
bongnoiha	4
bongnoithao	1
bongnoiya	1
bongnou	60
bongnousa	1
bongnoute	1
bongpi	21
bongpoi	1
bongsa	5
bongsaa	1
bongsoh	5
bongtai	2
bongtauve	1
bongte	1
bongtupeh	2
bongui	1
bonguvin	1
bonin	18
bonla	1
bonlhoh	22
bonsah	1
bonsan	1
bontol	1
bonuvin	1
book	66
borash	1
boron	1
bot	4
bot-eh	2
botan	2
botchai	1
botdoh	4
botel	2
botelsa	1
both	2
botse	1
bottel	3
botwi	3
bou	458
bouva	1
bouve	36
bouvin	10
bouvui	7
bouvun	2
bovun	1
bozez	1
bozkath	2
bozrah	8
bu	25
bua	8
bubel	5
buchun	1
buh	18
buhbang	26
buhlhah	1
buhnei	2
bui	1
buikhuh	3
bukim	9
bukima	1
bukimbou	1
bukimin	1
bukimkei	1
bukimlou	1
bukimna	2
bukimsoh	5
bukip	3
bukipna	2
bukki	9
bukong	3
bul	49
bula	12
bulah	5
bulbal	3
bulei	1
buleilai	1
bulhin	3
bulhing	14
bulhingset	6
bulhingsoh	1
bulhingtah	1
bulhingu	1
bulhinsah	1
bulhinset	1
bulhit	20
