Vocabulary	Count
khendol	5
kiloikhom	5
aloupia	5
ngaitou	5
aumkha	5
vaihomte	5
vanchung	5
thilte-na	5
taovuva	5
thuu	5
sia	5
galkul	5
jeho-ha	5
kitahlou	5
lhutnamna	5
ahouseuvin	5
nolnabeiyin	5
nakiletsah	5
in-ningkoi	5
hikha	5
dah-in	5
akitum	5
vangkah	5
mangthei	5
junge	5
akithopiuvin	5
gunchuna	5
veiset	5
sahsa	5
zattu	5
hashum	5
zadak	5
gamvaipote	5
kisathah	5
jihdoh	5
thimu	5
katouvin	5
kasohchan	5
eidalha	5
tugei	5
khelsoh	5
alhengin	5
maasei	5
abol'u	5
nabanjang	5
kathouvin	5
abol'un	5
kit'uvin	5
kamel	5
eingah	5
akhut'a	5
engkalna	5
lhel	5
thangin	5
kichatsah	5
ezran	5
sherebi'ah	5
hodi'ah	5
potdoh-uvin	5
kad'mi-el	5
amari'ah	5
mose'n	5
joi'arib	5
akholna	5
apalkeh	5
akilha	5
nukisopa	5
ahinvah	5
mupha	5
hathach	5
ahetsoh	5
kimolso	5
shuh	5
alujanguva	5
kolmang	5
kijamden	5
ahau	5
chomna	5
kachil	5
hohtwi	5
akiphongdoh	5
kajalkhun	5
ngambom	5
kakom	5
eijep	5
kakiphinna	5
kathuhil	5
kakhangdon	5
nakoiye	5
neisel	5
apateuvin	5
umsot	5
kalhi	5
ajolsoh	5
kalampia	5
a-oisunga	5
tohga	5
vaichat	5
kikap	5
huile	5
pabeiya	5
tijatnan	5
anaote	5
nungleh	5
kaponbuh	5
eipha	5
kakal	5
eisem	5
kathisah	5
sahjin	5
bahsah-in	5
mitphet	5
eisempau	5
kahetna	5
aphetsah	5
amachang	5
penlhah	5
kikhodoh	5
aumjie	5
akihousom	5
kalengpa	5
neipuiyin	5
dih-in	5
lungdon	5
khotin	5
thahatpa	5
angaichat	5
beite	5
kadeitah	5
kadonna	5
khohsah-in	5
nalhaving	5
kathodoh	5
kakul	5
naboljin	5
kinemsah	5
eidinsah	5
kasim	5
kikhopnaa	5
neipaidoh	5
kahilchah	5
chehhen	5
thinaa	5
kakun	5
vephan	5
ei	5
kalampi	5
kihup	5
neihetsah-in	5
iding	5
eiholte	5
kivonin	5
namangin	5
michingte	5
aleiguiyu	5
tolse	5
amunthenga	5
kolmonga	5
kakinepna	5
kalungthimin	5
baja	5
eichup	5
nahesoh	5
kaphonjal	5
thengte	5
kingaina	5
vahmang	5
akamu	5
lainatpi	5
akidoupite	5
neithah	5
semkit	5
lenin	5
chapateu	5
kho-ngai	5
akipana	5
ahinvet	5
nahuhhingna	5
kakhutsoh	5
akelngoite	5
tahsah	5
adihtah	5
boh-in	5
twiho	5
migilouho	5
alhet	5
kakoiye	5
aitih-in	5
paomah	5
kasuhmil	5
nadanthua	5
naiyun	5
chamleng	5
namitheng	5
kalhut	5
naneina	5
kaseiho	5
gamsai	5
nailama	5
vahlea	5
kailhanga	5
masangpeh	5
kathanom	5
akihuhdoh	5
engsetna	5
umtei	5
jamo	5
apeldoh	5
angolna	5
abaijoi	5
damdoi	5
aphapon	5
dul	5
ahoitho	5
loujeh-uva	5
nakison	5
nomsah	5
bolgentheipa	5
meika	5
abolpoi	5
thuhilpan	5
kathilmu	5
themchan	5
mihaoho	5
akivoh	5
khattoh	5
katekah	5
ka-o	5
lengpileiya	5
kiven	5
theithup	5
tollai	5
nasum	5
pathros	5
kichil	5
lutnu	5
maovin	5
keohela	5
akihongin	5
mangpa	5
kichop	5
khupbuh	5
gaseiyuvin	5
gasam	5
lhangsam	5
nalhatdampu	5
kolkimvel	5
gaphong	5
vanthah	5
umba	5
nagitlou	5
ahinsam	5
kivahva	5
eipeuva	5
akithana	5
thihel	5
akana	5
phiset	5
kadouve	5
seijia	5
seilea	5
gemari	5
kaheidoh	5
thaile	5
kangaidam	5
memphis	5
kangai	5
kalhit	5
malam	5
lhamonsah	5
kalungu	5
kisuhbohna	5
bengin	5
kisilpa	5
atalen	5
oho	5
mangding	5
aoi	5
guilhunga	5
akimvelin	5
tongja	5
kihonpeh	5
naheuvin	5
i-och	5
a-vantil	5
bahkaite	5
gabriel	5
gimsah	5
amupouvin	5
chulou	5
hinkemlou	5
khana	5
ahibovui	5
notiho	5
anong	5
kadina	5
kisoa	5
eikouvu	5
nahsahmon	5
kasottol	5
nahengu	5
lhangsap	5
akeltan	5
tinah	5
malai	5
meidil	5
damuna	5
na-pauvin	5
hihun	5
lheh-un	5
sunho	5
adamtai	5
hungjoh	5
alphaeus	5
kiken	5
ahilpa	5
mitchon	5
namdangten	5
thulema	5
jongla	5
gennesaret	5
athumun	5
iumu	5
naseijuite	5
makhai	5
eisan	5
achunguvah	5
lungnom	5
konun	5
paijen	5
aponu	5
hosana	5
akhonna-in	5
polamah	5
anidan	5
gethsemane	5
moltum	5
naseikhai	5
beh-un	5
kaithouvin	5
kichaiya	5
naholu	5
lut'in	5
ki-ima	5
gerasenes	5
lungtah	5
kichamdel	5
taojia	5
chuchenga	5
komah	5
lungsung	5
lungsunga	5
athikon	5
o-le	5
avahlen	5
asolchah	5
lhangle	5
leiyah	5
jindot	5
kaseijui	5
cana	5
aseijuihon	5
nganem	5
kahettoh	5
chingpha	5
ahettohsah-in	5
keimatah-in	5
nachunguvah	5
hiteni	5
pamphylia	5
thina-in	5
agotsa	5
jaho	5
lunghanga	5
bulah	5
nungho	5
unate	5
tarsus	5
huna	5
adoudal	5
iconium	5
kithakhat	5
thyatira	5
jason	5
diana	5
tychicus	5
kaseiyu	5
hakamna	5
alunggot	5
seiphongle	5
christaa	5
ihiule	5
nahitauvin	5
hatmo	5
kiphon	5
kaithou	5
deitahte	5
hatmona	5
loitum	5
tohphat	5
tipuma	5
akilange	5
kitua	5
nathoh-u	5
temna	5
nasalam	5
kingailut	5
lamvaina	5
geldohsah	5
kikheh	5
sagina	5
asinkhana	5
info	4
semtil	4
nahum	4
luke	4
natohho	4
thuphon	4
vanle	4
achi	4
alenjo	4
agolin	4
punguvin	4
nathun	4
phungjouse	4
aneijeh	4
leichung	4
khatna	4
amina	4
ahetjeh	4
athingga	4
anetai	4
akil	4
kakichat	4
nahindoh	4
doudin	4
kiloidoh	4
anilhon	4
lamjoh	4
avetpeh	4
athattai	4
khapen	4
eimavo	4
kilhakang	4
kumkhon	4
jolin	4
hongin	4
achunglam	4
thisoh	4
khouva	4
theijouse	4
amoute	4
kitholtho	4
vanlaiya	4
aluttauve	4
tulin	4
ahatval	4
akemsuh	4
ararat	4
lhangdoh	4
kilhondoh	4
longman	4
nalhat	4
khompiu	4
kittim	4
seba	4
girgash	4
zeboiim	4
abulpi	4
khanglaiya	4
amudoh-uvin	4
amanguve	4
ainsang	4
gasuh	4
banu	4
ahinbe	4
kagaosap	4
lhungtauve	4
aphatsei	4
sangongsang	4
achepeh-in	4
jeh-inem	4
songdoh	4
bera	4
dingjouseu	4
salem	4
eliezer	4
kagou	4
ahinpuidoh-in	4
hito	4
saraiyin	4
kasohnu	4
apinu	4
ahintin	4
nagimna	4
hagarin	4
pengpa	4
atahsavun	4
lamdot	4
alhaidoh	4
twitoh	4
nasu	4
jouta	4
hindon	4
somkhat	4
masanguvin	4
laiyam	4
nakihinso	4
kachangin	4
jamlutna	4
asoldoh-in	4
ipa	4
agapuisah	4
nungpeh	4
nagela	4
ateppeh	4
chale	4
kahinpeh	4
khandoh	4
lokhom	4
hapen	4
khopemna	4
kason	4
phunna	4
agakaiyin	4
nakisan	4
ataove	4
aputsah-in	4
thapeh	4
akiseitai	4
kemnu	4
kathuseiyu	4
vuidoh	4
kitoh-in	4
aleimun	4
achangtai	4
kahahselna	4
apua	4
pama	4
kadingin	4
nasangongsao	4
naneiye	4
pasalto	4
kalhat	4
benga	4
hibouva	4
anachenge	4
ahidoh	4
jokshan	4
epher	4
mibsam	4
mishma	4
massa	4
asanin	4
asahtauve	4
kagil	4
minsa	4
kamolso	4
hitipia	4
neibolu	4
alaiyuva	4
hilai	4
akhot	4
nomuve	4
neibolset	4
ahonpeh	4
aluiyin	4
minge	4
jul	4
hindom	4
akivonna	4
gakap	4
koiba	4
nanaopa	4
daitwiyin	4
asolmang	4
akalbi	4
ka-umpi	4
ahita	4
kamsin	4
achip	4
kelngoiho	4
alamdot	4
aneojo	4
nalhachan	4
kichenpi	4
neithei	4
leah-in	4
thidoh	4
tana	4
naluppi	4
gelkhohna	4
gakholsoh	4
sutoh	4
achamin	4
lhehjenge	4
toithah	4
avom	4
abungin	4
ipau	4
somvei	4
katohman	4
ahinlah	4
belbul	4
kamusoh	4
naguh	4
akholin	4
katongin	4
kalon	4
khokhel	4
katenggol	4
anule	4
sanganpi	4
apansah-e	4
nakilhonpi	4
dingba	4
akisah-in	4
kipuiyu	4
akhopiu	4
angaiyuvin	4
aumkhompi	4
ijot	4
hatchung	4
kihoulimpi	4
ahitapon	4
inkon	4
onam	4
bilhan	4
husham	4
samlah	4
nasopiten	4
anakihou	4
hinpoa	4
chompi	4
douvin	4
shua	4
ahinpet	4
lampama	4
puisuh	4
ait	4
kitimatpi	4
osang	4
vetsah-in	4
aneitapoi	4
joseph-in	4
vaihompan	4
changho	4
akiledohna	4
ngakoiya	4
akhailih	4
kaldoh-uvin	4
pharoah	4
naledoh	4
akeoseh	4
kaseipeh-in	4
bolding	4
kisumil	4
katun	4
thalhinna	4
ihah	4
ahungtauve	4
puh	4
ageldoh-in	4
nahungu	4
soluvin	4
nasopipau	4
laitah-in	4
napeu	4
alhei	4
neilhoh	4
sopiten	4
chekit	4
kakile	4
kilhonu	4
honsan	4
anehsah	4
dama	4
chepa	4
atinaje	4
atamjoi	4
khomtauve	4
kaseiyuva	4
tahbah	4
lhumpen	4
kachetou	4
neiga	4
khatpan	4
amonga	4
ahetapouve	4
einasol	4
namutauve	4
chehuve	4
doh-u	4
hamul	4
ashbel	4
ard	4
hushim	4
jezer	4
kaneocha	4
aphajou	4
rameses	4
changsoh	4
ahinpuilut	4
pheichunga	4
behseh-e	4
nunna	4
thilpo	4
gapha	4
pehuvin	4
apunbe	4
eisat	4
nahinghoi	4
aphalam	4
sinkhup	4
alhatai	4
agatol	4
akichatan	4
aholtai	4
honu	4
achamlouva	4
joukal	4
kalsea	4
kagabol	4
nakitoh	4
denna	4
chomlou	4
nacheh	4
alhinga	4
eipe	4
potdoh-uva	4
akhangu	4
shimei	4
nepheg	4
athemguh	4
holnan	4
nachanglhah	4
olna	4
alamin	4
joupouve	4
khutjung	4
kacheuva	4
akithinsah	4
kitat	4
jonghi	4
tahih	4
kaganchau	4
koitobang	4
changkha	4
kotpia	4
akitou	4
khompa	4
hintumkeh	4
bangol	4
kalhatdoh	4
puidoh-u	4
nakitol	4
etham	4
heiyuva	4
migdol	4
asemna	4
jengah	4
nauvah	4
kijotdoh	4
yuvin	4
alonna	4
twikhanglenin	4
nalhatdohsa	4
thoiyuvin	4
nguisoh	4
natsat	4
twikha	4
akititai	4
thingkang	4
khoppilen	4
naphun	4
oivaset	4
vamimte	4
twimei	4
ipiham	4
akoiyuva	4
atuiye	4
kadin	4
rephidim	4
gakisat	4
ying	4
ahatjo	4
abantha	4
migam	4
eikithopia	4
akidongto	4
lamdol	4
achama	4
muvanlaite	4
satah	4
natham	4
juna	4
ameikhu	4
khudoh	4
kumsuh-in	4
jabolin	4
neisempeh	4
najamo	4
agoh	4
achamlhat	4
neisa	4
anachan	4
akital	4
kideng	4
kimavo	4
thengdoh	4
lhatna	4
ajatja	4
koipa	4
muphah	4
koipan	4
kithalah	4
vaichapa	4
kikhutjop	4
nakithopi	4
nasangan	4
nakholjin	4
najalah	4
nadelmang	4
kadelmang	4
ajihdoh	4
asimpeh	4
adontauve	4
thingkonga	4
akiputna	4
adopna	4
chetanna	4
chaiche	4
kigongsa	4
loikhat	4
nathilmat	4
bona	4
chujouleh	4
nasui	4
dingma	4
langtoa	4
lukhuna	4
heojanga	4
akhaina	4
sumkhe	4
sum-enga	4
atunlutna	4
mailam	4
nagonpeh	4
patsandup	4
hetjingna	4
topaz	4
napheh	4
naba	4
nakailut	4
nasop	4
akhutpi	4
khutjap	4
tenguva	4
kaloupi	4
kihalnam	4
lhenna	4
jani	4
nathao	4
eilamkai	4
langto	4
kadeldoh	4
naminin	4
eimua	4
kajotdoh	4
songpheng	4
kigosan	4
phul	4
kachonsetnau	4
kithahsem	4
kakeh	4
akilahdoh	4
semsah	4
tupatpon	4
adipset	4
kitilkhouna	4
ajingkah	4
akiphongtai	4
akilmat	4
atomna	4
themtah-in	4
selin	4
ajempah	4
akibat	4
abemin	4
asange	4
bem	4
thuhjol	4
amailam	4
atodop	4
kisimtoh	4
kidongdoh	4
sangthum	4
akiba	4
akhaiyuvin	4
sahdohna	4
nakoiya	4
akhuna	4
phangu	4
kel-hon	4
thiltoh	4
athekhum	4
khangbela	4
amangmo	4
nago	4
ataigui	4
toma	4
anapotdoh	4
kihalna	4
agapeh	4
tona	4
kipolutsa	4
akonga	4
akhaipeh	4
akonggah	4
anusoh	4
athensotai	4
nakal	4
akhoiyin	4
agatodoh	4
nalujang	4
thaonu	4
satheng	4
aihdoh	4
alongu	4
nakisemdoh	4
kathen	4
kikoiho	4
neinu	4
chahing	4
avuna	4
adanga	4
avouthah	4
aphahnat	4
aphahpa	4
heo	4
lutjoh	4
atichung	4
alhaiya	4
dammona	4
vona	4
atila	4
athaldoh	4
kiloina	4
anupeh	4
abohna	4
lhasa	4
kikhoh	4
chujeng	4
athilon	4
hideh	4
akaiya	4
azazel	4
akilodoh	4
akaisah	4
kilheng	4
abolnom	4
nahingnu	4
kholgama	4
kihohdoh	4
najabol	4
dolin	4
gau	4
akipalna	4
khumpeh	4
amana	4
nasom	4
nakoidoh	4
hintoh	4
mithilong	4
akidasa	4
nagamsunguva	4
dingdola	4
nasuhboh	4
nakhenpeh	4
nacholdo	4
lusu	4
suhdihna	4
thatpa	4
na-oiva	4
nahibouvui	4
hinge	4
chutilouva	4
thaman	4
kisimpeh	4
hinsep	4
lahna	4
namuntheng	4
kijama	4
meisan	4
kapuiya	4
iongman	4
deuel	4
sangli	4
thalheng	4
ki-ang	4
ahipai	4
chedan	4
anapanga	4
apuu	4
asuhto	4
vutlo	4
kanchah	4
sama	4
akipehdoh	4
nazira	4
hinve	4
achanguvin	4
lamkaiten	4
akite	4
khopema	4
nupapa	4
changlhah-in	4
akiko	4
kisuthenguvin	4
sungseh	4
upaten	4
chui	4
nunnem	4
oisung	4
akithah	4
gasoh	4
agakhol	4
namithi	4
miphalou	4
akibolna	4
ahouset	4
pumpaiya	4
akichet	4
ljeh-inem	4
gelpeh	4
kabolset	4
agimnamtui	4
khin	4
aseijou	4
kahvam	4
kaval	4
veiyin	4
kikhendoh	4
suhtheng	4
kikaidoh	4
thenlouna	4
kising	4
umpan	4
kagancha	4
lamjet	4
lamtin	4
twiphunga	4
thisah	4
oboth	4
zered	4
beer	4
anasai	4
dungjouse	4
akiheiyun	4
kitoldoh-uvin	4
nahungna	4
sanganin	4
neiden	4
mutan	4
akimupi	4
phatmona	4
kaseipehsa	4
aseipan	4
kain	4
shittim	4
chujouva	4
jashub	4
tahan	4
abarim	4
ahilouna	4
patna	4
asuhbei	4
thilmana	4
nakipat	4
rekem	4
ahinchom	4
agalsat	4
lumkhoma	4
achenden	4
bolsah	4
nagouve	4
agalan	4
aki-ngatauve	4
jotbathah	4
matsoh	4
anatin	4
chanuten	4
akicheng	4
kiheiyun	4
isa	4
gamve	4
einati	4
anakhang	4
ahahsel	4
thahatsana	4
asouvin	4
caphtor	4
louchalna	4
nanai	4
argob	4
senir	4
geipeh	4
namusah	4
eingaipeh	4
tilkhouvin	4
beth-peor	4
namusa	4
nadiu	4
najenle	4
thanguva	4
akoidoh	4
golan	4
ahithan	4
nahinsot	4
nabolgim	4
abo	4
jingjengin	4
khatveiya	4
alengte	4
joudeh	4
nathohsah	4
navaset	4
suhnem	4
najuiya	4
twijong	4
kasep	4
maikoh	4
bot	4
save	4
ngimin	4
asundoh	4
kakiheiyin	4
apejin	4
kidanga	4
nathau	4
ngaiyuva	4
najen	4
ahouna	4
chimsoh	4
nakilhai	4
natoa	4
nakilhaina	4
asemthuu	4
anajen	4
komcha	4
nathagam	4
navoujang	4
anuloh	4
namtheng	4
nakihil	4
navaihom	4
natahsah	4
nakijot	4
umpen	4
anahou	4
nahilchah	4
jangkeiya	4
kivou	4
thi-lha	4
kathumop	4
luiho	4
agaholdoh	4
nadeijoh	4
naphuh	4
suhcham	4
bonglagol	4
gal-hing	4
milop	4
avetda	4
aphot	4
petcha	4
laina	4
navuh	4
thalo	4
akichoisah	4
asoa	4
changpa	4
huham	4
kataovun	4
neithupeh	4
choi-at	4
botdoh	4
navailhun	4
nahao	4
boldohna	4
khosih	4
nalunggil	4
akimai	4
nakidel	4
nakhup	4
napaten	4
aham	4
chesoh	4
naphet	4
aling	4
kagondoh	4
busa	4
katsong	4
umjoh	4
kakum	4
kathupehsa	4
simpeh	4
achateuvin	4
alhahna	4
chaihel	4
hinkou	4
nakhanga	4
goju	4
kaphongjal	4
alene	4
masanglai	4
bongnoiha	4
chalte	4
kahatsah	4
kinamden	4
kahinsah	4
vanlam	4
galhinga	4
doute	4
boltan	4
leinoi	4
akimutai	4
akaptauve	4
kipanin	4
nelkal	4
ka-um	4
neitha	4
hungna	4
nalahuva	4
geiyuva	4
akiting	4
akikhang	4
dinna	4
geiyun	4
gilgala	4
akichoiyuva	4
kia	4
alamkaiyun	4
nasap	4
aboluve	4
akiloi	4
chinto	4
iathje	4
hoiyuva	4
kabolu	4
huvin	4
seipeh-un	4
asatchap	4
twikola	4
mizpeh	4
talai	4
lih-uvin	4
akoipoi	4
anodoh-in	4
achenphau	4
ma-ac	4
megid	4
pamchina	4
med	4
meph	4
thau	4
kajui	4
iath	4
anakiti	4
bim	4
baalah	4
hazar	4
pelet	4
gede	4
achzib	4
shamir	4
dumah	4
tohsah	4
zeloph	4
changah	4
ib	4
anach	4
khongsoh	4
phungle	4
ajuipeh-in	4
goula	4
jok	4
ahopa	4
jamdohna	4
anathoth	4
asemsau	4
ahimonge	4
kahoppeh	4
ki-engbol	4
nathalchang	4
khelu	4
nadeiya	4
hesa	4
adoni-bezek	4
anapanpi	4
deldoh	4
hih-um	4
laiho	4
tangin	4
kahinpoi	4
asatdoh	4
kanglong	4
toutai	4
akumlhan	4
vedin	4
sungun	4
chutiman	4
achalpang	4
changlou	4
lhauna	4
abiezer	4
chenlang	4
akimin	4
apansa	4
anagon	4
kisahpa	4
harod	4
gadel	4
kilih	4
ahinmut	4
ajamun	4
erah	4
jamuvin	4
bar	4
agalkaiyin	4
nahlai	4
mitenjong	4
tanuvin	4
nemsoh	4
phajom	4
naphe	4
duhdah	4
kathao	4
tulaiyin	4
naseina	4
intingvuma	4
thebez	4
gollhangpan	4
themona	4
jengtauvin	4
gentheiyun	4
amasapena	4
tob	4
nagenthei	4
agatisah-in	4
pir	4
einin	4
abolnau	4
akikaiyin	4
etam	4
kamangin	4
kalujang	4
heovin	4
bodoh	4
aveilam	4
vanguva	4
adongtauve	4
aumuva	4
themu	4
akiheisoh	4
lamsom	4
na-ina	4
mujong	4
ajatauvin	4
songboma	4
samjang	4
agatha	4
asoluvin	4
kitimat	4
mahlon	4
nadai	4
masahsa	4
ruth-in	4
aseiben	4
nakinu	4
phalvah	4
kungbul	4
aumlouna	4
nahinsah	4
kitinun	4
zuph	4
elihu	4
akilhone	4
sachan	4
neisumil	4
pailhan	4
chavaiyin	4
neichansah	4
avasoh	4
anusa	4
abelap	4
aseijie	4
toutan	4
neipansah	4
pangun	4
hathan	4
lhaijel	4
agaiya	4
agatham	4
i-kalo	4
imiteu	4
louse	4
naichim	4
kulsunga	4
jesh	4
ahinlaisen	4
atohsah	4
rath	4
nahinphah	4
heiya	4
nungjuiya	4
nakihuhdoh	4
akithecheh	4
thumu	4
ahinjuh	4
akipanin	4
lengvaipohna	4
aseipoi	4
pangkhoma	4
asuhmo	4
galvonpoa	4
idin	4
agalvonpopan	4
lhamang	4
amelse	4
chishu	4
kidoupin	4
akiheiya	4
akisih	4
apohna	4
asuthengin	4
asolpai	4
khomto	4
athilpoh	4
hungsuh	4
kachin	4
vompi	4
tinhem	4
akimoh	4
chinna	4
pheiyin	4
janglai	4
agelin	4
kichenpia	4
adeiye	4
gading	4
najamdoh	4
athumvei	4
akijamin	4
neisolin	4
agonsa	4
alungsetna	4
kisesang	4
aong	4
atengchan	4
gangin	4
apohsah-in	4
a-eojah	4
panpia	4
horesh	4
jeshi	4
age-na	4
kamusa	4
naphongdoh	4
akiveina	4
laiseuvin	4
apohsah	4
tujengin	4
kamuna	4
galan	4
atana	4
kihalvam	4
kikaimang	4
eimoh	4
akisadoh	4
seiphong	4
avuiyun	4
chujo	4
paidoh-in	4
khouvin	4
rizpah	4
ish-bosheth	4
kalousah	4
ngaitona	4
lunghemin	4
amuchet	4
kahivangin	4
kibai	4
alhahsah	4
anasep	4
achoiyun	4
anutauve	4
miteho	4
asottolle	4
shobab	4
asaiyun	4
abenguvin	4
atunguvin	4
atosoh	4
chingtup	4
alhina	4
thuching	4
nasohten	4
anungsol	4
kithopin	4
bathsheba	4
kinopsah	4
ahah	4
kondoh-uvin	4
khatjopa	4
aboljeh	4
kalupsah	4
akichatauve	4
hetsah-in	4
agoiyin	4
tamarin	4
boldin	4
al-ha	4
asakolpol	4
eisola	4
anahil	4
kinloiyin	4
adalhai	4
khomtan	4
akhokal	4
mouthah	4
keihen	4
akama	4
peiya	4
ma-az	4
kilhonsuh	4
chia	4
anahol	4
gopa	4
panpin	4
becai	4
eihuhhingpa	4
kitungdoh-in	4
a-angsung	4
eipuidoh	4
eipei	4
achamkim	4
eisempeh	4
kapansatna	4
neisemin	4
chesah	4
velin	4
eihuhhingin	4
ju-lha	4
harai	4
akipah-uvin	4
ahusau	4
alengchan	4
boljing	4
kalai	4
neho	4
asole	4
eitousah	4
toute	4
ka-ihmut	4
petauvin	4
math	4
atheichang	4
ezrah	4
hintol	4
asajou	4
alhong	4
alaiyin	4
akigong	4
akikhu	4
akichenpia	4
alukhuh	4
akilhahjol	4
kaseme	4
namolso	4
thinglung	4
taovu	4
uhi	4
vejing	4
adat	4
beth-hor	4
a-ankong	4
dangkan	4
kumsim	4
thilchoa	4
asaphan	4
kagonpeh	4
bahkaiyin	4
doiphunga	4
abijah	4
hicheteng	4
achonsen	4
benhadad	4
ahaiyin	4
khumu	4
kadop	4
boljeh	4
athinglhang	4
hansah	4
cherith	4
ephath	4
akikeh	4
gentheipa	4
hajuh	4
kangtalaiyin	4
kabeh	4
neipedoh	4
anomin	4
aphajo	4
ajih-in	4
najosah	4
vanmi	4
thilchom	4
azu	4
asutheng	4
alamkaipa	4
maiyun	4
ano	4
kelngoiya	4
thouva	4
alehkhup	4
asing	4
umkeo	4
bel-keo	4
amanujah	4
lhenga	4
agentheina	4
maichanga	4
kigaosap	4
vahsah	4
avahsah	4
amit-u	4
galten	4
kitolgin	4
akichu	4
agollhang	4
ahungle	4
jankhang	4
mi-ngolpa	4
akomu	4
aloiyin	4
keilama	4
homkeo	4
tousah	4
zib	4
avut	4
nagoi	4
lingphung	4
sapha	4
amutan	4
sallum	4
loujeh-u	4
pekahi	4
asubeiyin	4
shalmane	4
gozan	4
halah	4
aphona	4
sih	4
alouvin	4
gahil	4
adram	4
lekhasuna	4
hena	4
kapaten	4
kakaldoh	4
kaphuh	4
kagonsa	4
alungthoi	4
hetchet	4
alhahjol	4
kakhup	4
aphel	4
hamu	4
gamvaipon	4
ja-azani	4
masapenin	4
eon	4
salma	4
agavil	4
sheshan	4
attai	4
rathah	4
jabez	4
e-ath	4
pelati	4
eli-o-e	4
jeda	4
akhangguiyu	4
abishu	4
mahath	4
abdi	4
amzi	4
emeth	4
kiriatha	4
zi-el	4
ulam	4
shuthe	4
ammi	4
japhlet	4
lod	4
jeri	4
sallu	4
meshelemi	4
apipun	4
jasho	4
aducha	4
shemari	4
amaisou	4
abad	4
noiyuva	4
chansahna	4
obed-e	4
ipoh	4
choi-an	4
ngaichate	4
amihuhhingna	4
athoh-e	4
ung	4
kiminphah	4
nanoiya	4
abungbua	4
kajo	4
khah-u	4
ataova	4
kigoltoh	4
athepna	4
hachang	4
amolsoa	4
thingkil	4
umgui	4
luvuma	4
bolpeh-in	4
tolom	4
minthan	4
kiling	4
thusimbu	4
thuseina	4
kibahpi	4
atongin	4
angasah	4
ben-ha	4
agopoi	4
tobi	4
jouseah	4
themgaohon	4
angeiphe	4
damsel	4
haz	4
ngehna	4
eigouve	4
housea	4
asima	4
kalungin	4
kikheldoh	4
houvun	4
a-oginu	4
asembe	4
akiletsah-in	4
akiletsahna	4
athilpha	4
dohsah	4
sutheng	4
kiphelmit	4
mangtauvin	4
hiphat	4
kiheina	4
shesh-baz	4
azgad	4
ater	4
giddel	4
apenguvin	4
kithahsah	4
tenai	4
thar-boz	4
enai	4
kholsa	4
katedoh	4
katou	4
kalengteu	4
anpha	4
lhalou	4
hana'ni	4
louhel'a	4
kahungin	4
akithon	4
kit'a	4
mer'emoth	4
bin'nui	4
akijal	4
agonu	4
shephati'ah	4
malchi'jah	4
boldauvin	4
namihepina	4
louhel'in	4
serai'ah	4
donga	4
joi'akim	4
lathemho	4
athat'uvin	4
beuvin	4
kipo	4
munpia	4
akijop	4
bol'a	4
achima	4
hegai	4
mor'decaiyin	4
abol'in	4
hammeda'tha	4
aholtan	4
pur	4
akhutjem	4
lut'a	4
ahil'in	4
honsa	4
zeresh	4
khailih	4
toujing	4
khup'in	4
kithagam	4
agamkai	4
kaljang	4
aginsoh	4
hattah-in	4
amath	4
akilham	4
napha	4
thohna	4
sumkan	4
akinelpi	4
akinepna	4
langkaina	4
nachangin	4
kagon	4
khaokol	4
thingmot	4
agelkhoh	4
akungbul	4
kadah	4
kathisan	4
achaten	4
ahinchot	4
seithang	4
chalou	4
nelkalna	4
namanuva	4
kalua	4
lhungji	4
akipom	4
kibeng	4
homkeova	4
nagitlouna	4
nadeitah	4
alange	4
meithaite	4
guchan	4
kisih	4
lungtol	4
onghom	4
munjouse	4
ahoulim	4
kokhuh-in	4
kaveiya	4
kakivon	4
choltah	4
lamhil	4
kakineppi	4
eikitepeh	4
hehen	4
kaumchan	4
akouva	4
tucha	4
adihpoi	4
thuseiyin	4
kathuseiho	4
geltoh-in	4
kanabenga	4
janteng	4
ahinkhoa	4
mithigam	4
chatvaiya	4
kaseipoi	4
hetkhenje	4
neilouho	4
athabei	4
phinlha	4
kidangtah-in	4
haiya	4
geltwi	4
valpa	4
napuile	4
aneijiu	4
jim	4
alungchang	4
neiyun	4
michonsete	4
jengte	4
amo	4
boldia	4
apengdoh	4
akambem	4
bemin	4
natouvin	4
abal	4
suhmila	4
nengte	4
ahinve	4
savevu	4
kasin	4
amonsa	4
ahinven	4
engset	4
thusah-a	4
ka-ngailui	4
al-leng	4
eikaidoh	4
nasalvah	4
ahungui	4
kisunglha	4
hinla	4
khoilu	4
kivogoi	4
jingte	4
eihehse	4
akichoi-an	4
pehen	4
sahpoi	4
neidamsah	4
kathume	4
namun	4
eigel	4
kaphongin	4
hejing	4
namaiyu	4
deicha	4
anal	4
kititna	4
kitildoh	4
kamsan	4
achemjamu	4
kakipal	4
alhupai	4
a-it	4
anome	4
kamelmaten	4
bolgimna	4
melman	4
laiyui	4
akigotai	4
akilingsoh	4
ngeiyin	4
chehsoh	4
apachat	4
thutanpa	4
naleigui	4
bolpan	4
khatjeng	4
mange	4
mohel	4
khomji	4
i-eilo	4
mibol	4
lahol	4
saipoi	4
choiho	4
a-ina	4
napang	4
nabanjet	4
adeiyun	4
ki-ngaiyun	4
thaneiya	4
aphajon	4
bahsah	4
akhasuh	4
angaichate	4
kichu	4
ajangsam	4
