Vocabulary	Count
kahinjah	1
akhokheljo	1
pekit	1
saithei	1
haomi	1
aminthan	1
haodan	1
alhingjie	1
chujongte	1
akisemlul	1
akisempoi	1
akigelpon	1
gulduvun	1
va-hongte	1
agachoh	1
athilchoh	1
nahousah	1
aheilha	1
ahoutai	1
haljiuve	1
kilahsa	1
kalhe	1
khohna	1
anapansat	1
achetouna	1
neochabou	1
achonjeh-in	1
genu-bath	1
genu	1
alhalei	1
kachelut	1
pouvjn	1
dingm	1
hadad-e	1
jamdohsa	1
zeredah	1
akitopin	1
abangleh	1
ahinsil	1
ponhal	1
kalhetel	1
apathennu	1
moah	1
samponge	1
napuiying	1
bukima	1
kaboldeh	1
thikah	1
avuivuyin	1
kilepai	1
tubeh-in	1
akichesoh	1
adondan	1
thapi	1
sajo	1
o-ngeimo	1
alapoi	1
anaseisah	1
kaneiyum	1
alengvaipoi	1
tohvai	1
atoudoh-in	1
adoulo	1
nakontou	1
chanpiu	1
jeroboamin	1
akisahin	1
asakit	1
boljin	1
halnama	1
ahintha	1
kiphelhan	1
apenjah	1
akangden	1
atumkit	1
achimlha	1
neitaopeh-in	1
aselbouve	1
ahinjotna	1
achejo	1
themgaopu	1
avetsah-uvin	1
neigado	1
agadopeh	1
hicliea	1
agalap	1
aganen	1
agadontan	1
nadontah	1
analamtin	1
pauva	1
akise-lhah	1
puipa	1
tehsepun	1
abolel	1
gasem	1
anedeh	1
agadom	1
avuiyin	1
kalaijon	1
vuitauvin	1
nahilam	1
limchomin	1
gachele	1
kachoisanga	1
nabolpon	1
einajui	1
kathagama	1
alhutvama	1
nachotlut	1
kivuibep	1
abala	1
molkhom	1
avuidoh-uvin	1
adousoh	1
anapohna	1
aphindoh-uvin	1
akitomlah	1
anapomang	1
akisemlo	1
achinsah	1
iekhabua	1
apopai	1
abijam	1
leogvaipoh	1
abishalom	1
akhansetna	1
aun	1
tbusim	1
abish	1
availhung	1
hezion	1
tabrim	1
gamkaise	1
akaibanpi	1
banpi	1
aseilen	1
gibbethon	1
agaum	1
kumin-ba	1
jeroba	1
ahoitapoi	1
achonjeh	1
najomin	1
kasuhmanga	1
arza-insunga	1
aga-um	1
ajuijo	1
anachoi	1
apopan	1
ethba	1
ahalung	1
achanlon	1
phudohna	1
adongpen	1
achanloi	1
va-ahte	1
kanganse	1
tenjingkah	1
anachomin	1
choitha	1
ahinlonsah	1
neikidoupi	1
asamjah	1
nathapeh	1
ahing-ah	1
agasela	1
gachonsoh	1
pouna	1
imudohuva	1
ihinsouva	1
ahepai	1
amisolna	1
kasela	1
gentheipoi	1
nahoujo	1
eikihinghoi	1
koiyu	1
katithei	1
masahuvin	1
natithei	1
akijapha	1
koimachanjong	1
semsau	1
hakouvun	1
ahapen	1
aki-atchen	1
chenjeng	1
atipa	1
gadom	1
naleheipeh	1
ahulgon	1
aleugo	1
twilama	1
ahulgo	1
gadon	1
loiye	1
agaven	1
kitungdoh-e	1
nachethei	1
juh-in	1
achebe	1
kakhopset	1
alulhun	1
el-leng	1
kansan	1
ahintham	1
ejijah	1
akitatjallah	1
kihojou	1
koujah	1
amitnung	1
hamheu	1
juipeh-in	1
jontan	1
abelmeholah	1
ga-lhang	1
anamkoljon	1
aga-umin	1
kaseisah	1
katimen	1
mipite	1
kaovin	1
kivonsa	1
adonpet	1
kisatpina	1
lulpi	1
koijoh-in	1
akondoh-uvin	1
anadonin	1
anakhampet	1
thubola	1
ajuiyu	1
koijon	1
nathigamsah	1
hoidoh-in	1
kisatpiu	1
kulpin	1
achimden	1
itaibuh	1
iluchanguva	1
akiveiyun	1
akikhiuvin	1
neihing	1
ahinseidoh	1
ahingnai	1
akaldohsah	1
nalekit	1
analamtinin	1
amavotai	1
anakisemin	1
anakiveiyin	1
kagapangin	1
namansah	1
naleo	1
kakiseimo	1
amipachu	1
amitkhuh	1
nguitah-in	1
inkomcha	1
napenange	1
dingpi	1
nangma-napethei	1
napethei	1
tisah-un	1
athilotai	1
chohsah	1
gakimupi	1
aleilaiya	1
aeiye	1
kamelmahpa	1
kamatdoh	1
ahine	1
akitemin	1
neikonhu	1
ihiya	1
kasakolte	1
himen	1
kahotjoh	1
nano	1
aseidoh-a	1
gabola	1
achomdang	1
ina-galo	1
najotei	1
ageiphe	1
chungjoh	1
geochao	1
lengpon	1
donkap	1
aomphu	1
akingaiyin	1
achapsuh	1
kisamin	1
leh-uvin	1
jeboshapbat	1
ngaitonan	1
dehpon	1
anaseme	1
zion-geber	1
ake	1
kilhonsah	1
anaboh-e	1
adoiyu	1
neigasan	1
sotto	1
achetoupeh	1
alzebuh	1
apeitou	1
ajeltomin	1
masangse	1
ka-umpet	1
akijotjot	1
kihoulimto	1
apeitoupeh	1
akikhenton	1
galmu	1
ale-lha	1
tilo	1
nichon	1
petma	1
cheda	1
katipeh	1
aumdan	1
koiyuvin	1
agasep	1
achetouva	1
avetgola	1
aphusa	1
abotdoh	1
iumpoi	1
akilhonpiu	1
eikoukhom	1
akilomtai	1
kahoujing	1
saithempa	1
ki-ngam	1
kaveisah	1
najouva	1
lhuchap	1
hol-lei	1
kigoltauve	1
hintante	1
asopeh-uvin	1
kirhar	1
eseth	1
seje	1
ahindoi	1
kaneipau	1
kaidin	1
gotan	1
gathum	1
hinchoibe	1
nedin	1
kiholpa	1
getpeh	1
chouki	1
agakouvin	1
keikamite	1
nakipom	1
gaitan	1
akhovei	1
i-thu	1
olche	1
galamton	1
adama	1
kanathum	1
nasalama	1
kinomle	1
puilouvin	1
akijapon	1
dohpon	1
akitosah-in	1
lumdoh	1
agakijam	1
agakoutai	1
a-angjang	1
ahinlouve	1
a-atpan	1
snh	1
al-shal	1
hichengseh	1
ane-moh	1
agalbol	1
nathot	1
kasepaipa	1
hinsoljeng	1
gakiphum	1
katiphah	1
apeilea	1
aba	1
pharpar	1
nasola	1
gakisil	1
akiphum	1
semsoh	1
vouso	1
athengsoh	1
adahel	1
houdang	1
achetengleh	1
banjanga	1
ki-ngamji	1
eingai	1
gamlan	1
anatia	1
eishinsola	1
hoimacha	1
nachonjeh	1
gakisui	1
gakisem	1
atema	1
aphuhna	1
lhongin	1
chu-em	1
mol-kang	1
akiletdoh	1
akhengtouvin	1
nahopa	1
kigingsa	1
valjena	1
ahuh-doh	1
ihiuvam	1
aseithu	1
gave-lhi	1
gamel	1
chih-un	1
i-iti	1
anadimset	1
chotsah	1
nahol-u	1
namiholpau	1
nakaiji	1
aumkhum	1
gamlouthul	1
kab	1
nakithopia	1
kagadop	1
kithatin	1
nehite	1
nena	1
nep	1
touden	1
hijengin	1
himaiyinte	1
phalvah-in	1
aginsah	1
kihouvuva	1
lthilbolu	1
imatlo	1
eigot-u	1
ahet-u	1
kimat-u	1
chujouteng	1
sol-u	1
akijoh-in	1
anatipeh	1
achotphauva	1
akilepeh	1
achohing	1
gajin	1
hunglang	1
kilethum	1
anadam	1
gasanin	1
mitlha	1
ka-lo	1
masahjeh	1
navalvam	1
nakhepeh	1
ponkhou	1
changtai	1
doutauvin	1
junguvin	1
abaziah	1
nilhin	1
atupau	1
agakisatpi	1
agollah	1
thaotwihai	1
tipeh-in	1
anakikhom	1
akihouvui	1
kathasoh	1
pha-ah	1
nahet-u	1
joramin	1
galamto	1
tildol	1
tiltoh	1
anachengpa	1
chasunin	1
bidkar	1
gapodoh-in	1
gasep	1
itoupet	1
thophon	1
gapudoh	1
seplut	1
beth-haggan	1
gur	1
ajampai	1
anajatai	1
akipojol	1
nukisosa	1
hinson	1
gavui	1
ehle	1
anatisa	1
akilompen	1
keimajoh	1
kahihouve	1
kihetsoh	1
atoupin	1
khoppitheng	1
agapodoh	1
asuseuvin	1
eh-buh	1
akitup	1
salhema	1
jehosah	1
anakisel	1
abolsah-in	1
sur	1
hin-go	1
availhuna	1
akipuisoh	1
anutauvin	1
anadinguve	1
anamut	1
jehn	1
amichangvala	1
akihetna	1
manguhen	1
jehoash	1
mi-ngah	1
ainsa	1
akisempon	1
judan	1
ahindouvun	1
silla	1
jotsuh	1
eath	1
zacar	1
avui-thauvin	1
jehoahaz	1
ahinpen	1
jeboash	1
m	1
achonjou	1
ppon	1
anatongin	1
dunghui	1
theel	1
aminvon	1
chhu	1
naminthan	1
namah	1
avochimdel	1
innsunga	1
thilheo	1
lehthilbol	1
hichense	1
thibol	1
thaa	1
nibat	1
achonsahna	1
gathe-hepher	1
amittai	1
dingchun	1
anahuh	1
nalaiuve	1
amakel	1
zachariah	1
lhinkumin	1
lengvaiapon	1
athutepna	1
achompeh	1
akhepeh	1
lengthaneina	1
aga-ngeh	1
akona	1
sekel	1
pakahi	1
sungiin	1
achonnset	1
lengvaiponn	1
nii	1
alhutlhut	1
anaboldoh-in	1
llut	1
ahinsolji	1
mintmun	1
ajuui	1
agouvame	1
kengpan	1
akigondol	1
bulhinset	1
athe-nat	1
kitungpa	1
hintodoh	1
the-khum	1
khutjop	1
ahingla	1
achunom	1
pelouvin	1
aknin	1
doikhum	1
juvin	1
amanhon	1
agihsalna	1
chondau	1
bbang	1
lilhajol	1
akisemdoh-uva	1
gaoo	1
abolgentheiyin	1
achomsah	1
achonbeh	1
changsea	1
chenlut	1
cuthah	1
lutpehin	1
sakeii	1
changdia	1
kaimangu	1
agammsunga	1
succoth-benoth	1
cuth	1
nergal	1
ashi	1
nibhaz	1
tartak	1
sepharvaim	1
hichedoi	1
aginginguvin	1
chunn	1
ahoupouve	1
aminvopa	1
asutdohsa	1
achoom	1
ahovun	1
avogoisel	1
killhaina	1
nehsuh	1
amanunga	1
amatobang	1
umkhapoi	1
avaikona	1
ahamphai	1
alathai	1
medi	1
lhahchapa	1
neipoh	1
kidongsa	1
aloisa	1
tuikul	1
nungjoa	1
thuchinga	1
aseyin	1
lengpen	1
koichung	1
thenggol	1
sutvang	1
pova	1
galbola	1
kontonvin	1
huhai	1
aramiac	1
lenpenpa	1
ajuntui	1
asami	1
eihuhuguvin	1
nakivet	1
khuiju	1
abotal	1
thempului	1
so-lhah	1
akisangdoh	1
athupa	1
taotemin	1
ateuve	1
akijut	1
ajahphat	1
gazan	1
tel-assar	1
apathenuvin	1
thangnan	1
chaiyu	1
hitinaseiyin	1
naneipepoi	1
kadonjie	1
asuhdong	1
jaolah	1
beb	1
nemdih	1
naseijeh	1
nakiletsahna	1
chutoganga	1
llhin	1
ingtin	1
kakikhohsah	1
akithouva	1
ahoupet	1
esarhad	1
gunchua	1
mithuma	1
lhongkim	1
nalhi	1
kajop	1
kakhosah	1
theichanga	1
adamna	1
maho	1
nuuvin	1
tangnge	1
machonbe	1
chonbe	1
akikhelsah	1
chonsa	1
etileh	1
alamton	1
avetsa-in	1
hiuvem	1
uhitam	1
kineo	1
amahochu	1
nukisoa	1
naseichu	1
anasema	1
heph	1
zibah	1
khumol	1
ai-lhim	1
mitphei	1
kapehnasa	1
kasondoh	1
kavathaisah	1
sehin	1
chonsetsah	1
khanse	1
anakola	1
ngengse	1
asilngim	1
ngimsela	1
aneiuva	1
amaelmate	1
lemeth	1
jotbah	1
haruz	1
ahoasa	1
achuuvin	1
chuho	1
lhahkhuh	1
vuitai	1
ajali	1
sahu	1
peo	1
sathem	1
nalhachaten	1
asuthenguvin	1
alekhajol	1
themphu	1
achboi	1
harhas	1
keihenga	1
kisum	1
khoomun	1
hinsolpa	1
thukisei	1
nabottel	1
ahettohsahna	1
hongchaa	1
anapansah-u	1
avodi	1
athemang	1
thangpeh-in	1
phaileiya	1
nathan-melech	1
anasemu	1
doitoh	1
avo-lhun	1
agotbong	1
abohsah	1
suh-thang	1
anaphondohsa	1
epiba	1
akoitha	1
pathenuva	1
anakimang	1
lungdammo	1
megiddoa	1
akihaisah	1
lengvaipao	1
anapoman	1
libnath	1
mohelna	1
asomkonin	1
kaidon	1
akiam	1
nico	1
amichang-in	1
aki-nganse	1
apehsah-in	1
debi	1
rumah	1
pedai	1
jonghin	1
akilehei	1
maonga	1
anadip	1
anakhel	1
galkondoh	1
akaimangtai	1
thilkheng	1
aminjong	1
anumin	1
jeremi	1
suhgmangna	1
lengchana	1
akilhasam	1
lechah	1
honleiya	1
akaitaouve	1
nebuzaradan	1
puiloi	1
atuna	1
goiuvin	1
asum-eng	1
tupheng	1
bolnadinga	1
asanan	1
adankan	1
akituna	1
kite-jou	1
kisemsoh	1
khomni	1
lepang	1
amanpa	1
akaithan	1
lutai	1
sohchang-din	1
ajamu	1
apasah	1
mizphah	1
chehtoh	1
amathu	1
shma	1
aginu	1
soh-chan	1
evil-mero-dach	1
jehaoi	1
khuto	1
mi-dang	1
atolkoitan	1
nisheh	1
ankoung	1
mahal	1
me-thu	1
diphath	1
togarmah	1
danim	1
sabta	1
sab	1
teca	1
amim	1
leha	1
naph-tu	1
caslu	1
caph	1
torim	1
ark	1
vad	1
almo	1
hazarma	1
veth	1
kisimdanu	1
emah	1
elda	1
zephi	1
homam	1
ahath	1
shephi	1
hamran	1
habah	1
masre	1
reho	1
mehet	1
mazahab	1
oholiba	1
mag	1
dara	1
achar	1
chelu	1
ea	1
raddai	1
jesher	1
ardon	1
ephrathah	1
bunah	1
oren	1
ramchapate	1
eker	1
ahban	1
molid	1
zaza	1
sheshanin	1
akichensah-in	1
jor	1
ke-am	1
rekeni	1
regem	1
geshan	1
sheber	1
hanah	1
machbe	1
chu-tengleh	1
achi-lhah	1
bethle-hem	1
beth-gader	1
hareph	1
menu	1
hoth	1
puth	1
roth-beth-jo	1
ma-naha	1
th	1
cath	1
anapingin	1
ini-el	1
jecani	1
shenaz	1
hosh	1
nedabi	1
ih	1
babal	1
hashu	1
ohel	1
hasadi	1
shab-he	1
sed	1
bari	1
palei	1
lahad	1
idbash	1
hazzelelpo	1
hushah	1
ahuz	1
zam	1
meni	1
abash	1
tari	1
zereth	1
ethnan	1
koz	1
anub	1
zobe	1
harum	1
neikeh	1
shuhah	1
bethra	1
hash	1
tehin	1
recah	1
hathath	1
ge-har	1
ashim	1
iru	1
ziphah	1
i-a	1
bith	1
i-ah	1
ishbah	1
jered	1
jeku	1
thiel	1
hodi	1
garm	1
shimon	1
rinnah	1
tilon	1
zoheth	1
ben-zoheth	1
lecah	1
bethashbe	1
khonga	1
jokim	1
coze	1
lehem	1
lekhaho	1
u-el	1
ladah	1
zar-shu	1
tolad	1
bethu	1
beth-mar	1
caboth	1
zarsu	1
beth-biri	1
tochen	1
kholhing	1
lhungpeh-in	1
mesho	1
bab	1
jamlech	1
joshah	1
joshibi	1
jeshohai	1
adi-el	1
jesim	1
akimuuve	1
ari	1
lek	1
asuh-thang	1
upatna	1
assiyria	1
ahaosa	1
haosan	1
shapham	1
jacan	1
apauteu	1
nodab	1
akikaiyun	1
al-her	1
her-mon	1
achengdoh	1
jeng-uvin	1
ain-sung	1
ahithauvin	1
ama-ho	1
til-gath-pilne	1
hara	1
eliea	1
abisu	1
anahin-ge	1
-ioth	1
sah-doh	1
je-hoz	1
ko-hath	1
je-ath	1
erai	1
elka-nah	1
-asaph	1
-nah	1
-moth	1
zophai	1
zo-phai	1
nichu	1
ani-lhin	1
metar	1
-e-a	1
hoikeichan	1
phapeh	1
ba-ase	1
-chu	1
pangchu	1
kigo-na	1
kihalvamna	1
tohdoh-in	1
apangjiuve	1
zeraili	1
hilen	1
akithuh	1
gamsese	1
ephra	1
me-am	1
beth-ho	1
ron	1
gath-rim	1
bil	1
c-am	1
mashal	1
hukok	1
jahmai	1
ibsam	1
zemi	1
zethan	1
ahish	1
aher	1
peresh	1
sheresh	1
rakem	1
bedan	1
hammo	1
ishhod	1
shemi	1
likhi	1
ele-ad	1
beth-horon	1
anoinung	1
anasadoh-in	1
uzzen-she	1
anasadoh-e	1
ayyah	1
bir	1
zaith	1
hotham	1
pasach	1
bimhal	1
ashvath	1
rohgah	1
jehub	1
helem	1
imna	1
shelesh	1
nepher	1
imrah	1
hod	1
shamma	1
shilshah	1
be-era	1
pispa	1
ulla	1
niel	1
rizi	1
chetsa	1
lekhubua	1
shephu	1
shahara	1
hodesh	1
zibi	1
malcam	1
sachi	1
mirmah	1
misham	1
ishpah	1
izli	1
eli-e	1
le-thai	1
shimrath	1
ishpan	1
anthothi	1
ajh	1
iphde	1
sherai	1
shehari	1
areshi	1
aphunguva	1
zecher	1
tare	1
she-ari	1
eshek	1
hassenu	1
ibne	1
michri	1
ibni	1
icel	1
thahangsan	1
bakbak	1
kar	1
heresh	1
anachengle	1
kotngah-in	1
apansah-u	1
tongkhoma	1
gia	1
in-nga	1
simtoh-in	1
bongdi	1
chohhal	1
sungdan	1
theiyuve	1
upajeng	1
e-am	1
ki-inmai	1
malehishu	1
tahre	1
sheari	1
kitite	1
neidot	1
akisatdoh	1
akibahlut	1
popan	1
mipum	1
lhemdoh	1
lhangsamle	1
agapo	1
chu-jongle	1
loutah-in	1
akihilsah	1
kihilsah	1
agopon	1
anaphongin	1
kikolpengin	1
pumpito	1
pas-dam	1
pansauva	1
lailungpi	1
adonjo	1
ngamu	1
asunlih	1
akichoiji	1
asahel	1
elba	1
shammoth	1
hushath	1
heled	1
ithai	1
hurai	1
baha	1
rum	1
gizon	1
hashem	1
shagee	1
mecherath	1
ezbai	1
hagri	1
mibhar	1
eroth	1
shiza	1
mathan	1
ashterath	1
je-i-el	1
tiz	1
mahav	1
na-am	1
ibai	1
joshavi	1
ithmah	1
mezoba	1
pantoa	1
aboma	1
jangjela	1
septo	1
ahi-e	1
jozabad	1
eiu	1
beali	1
uph	1
lsshi	1
be-am	1
agapanhu	1
tengkho	1
lagolte	1
mishman	1
mach	1
bannai	1
apipupa	1
suhgama	1
manthahsah	1
ilu-u	1
agapanpiu	1
eli-hu	1
lethai	1
anapanpiuve	1
athuneiya	1
hungjenguvin	1
thuseisa	1
langkai	1
minthangsa	1
kiheidol	1
hethema	1
phaham	1
kitohsoh	1
akitohsoh	1
gontohsan	1
anakoiyun	1
anichongun	1
akinaipiu	1
kipapia	1
bolpina	1
tollut	1
gakoudoh	1
sah-uhitin	1
kipapiu	1
gapu	1
ikoipeh-u	1
anomtauve	1
kitousah	1
gaputdoh	1
atolsah	1
chidon	1
perez-uzza	1
aginlo	1
thingjong	1
akigela	1
shammu	1
beeli	1
asugoi	1
asugep	1
lengjah	1
hinveljon	1
galkondohsa	1
gaput	1
apongin	1
kagonna	1
naputdohna	1
ikhohsah	1
put-dohna	1
akengkouva	1
asopteu	1
kusha	1
ja-a	1
bed-edom	1
azaziah	1
lakaije	1
asaije	1
shebani	1
zeehari	1
chch	1
pudoh	1
ahinput	1
ajapi	1
abonchavin	1
touhel	1
pengkut	1
amasapenin	1
hetsah-un	1
kisongin	1
neitouvin	1
getdoh	1
achithah	1
alhentum	1
chondana	1
khamlou	1
kathaonusa	1
pangchah	1
tolpi	1
kavahchoiyuva	1
abonchauyin	1
kitonaji	1
akilhengin	1
latheng	1
akipansah-in	1
kakichon	1
thansah	1
laova	1
alhalou	1
kakunsah	1
nasahpeh	1
abulhina	1
eisahpeh	1
kachendet	1
ikhampi	1
jamjam	1
geiyajong	1
asu-lhan	1
akhocha	1
jekhong	1
akontouna	1
aman-e	1
kisemlum	1
tibhath	1
cun	1
ajojeh	1
athot-in	1
athot-e	1
lam-ah	1
-l	1
shavsha	1
athijala	1
lhembi	1
tunjeng	1
achetanpeh	1
achetanpeh-in	1
nabengmul	1
ahikhan	1
deimon	1
mesopota	1
aramma	1
akimsoh	1
neihu	1
ahatjoh	1
imite	1
itho	1
rabhah	1
ahin-um	1
akonpon	1
ateleh	1
akipatsah-in	1
khenchi	1
akipatsahin	1
umdon	1
sippai	1
akisu-lhan	1
lahmi	1
ta-lhang	1
cheuven	1
gasimtoh	1
aneljengin	1
agasimna	1
athanghoi	1
kilhentan	1
athiuve	1
anachoiyin	1
anachoiye	1
thupea	1
lamjon	1
agasem	1
anachilpet	1
nachangphol	1
napenang	1
haidoh	1
changmol	1
sago-na	1
kato-doh	1
chu-phat	1
achem-jam	1
chang-phol	1
houtai	1
gam-chom	1
khengjol	1
thingkila	1
kagonpat	1
anajongdoh	1
akou-vin	1
ahin-seiyin	1
ol-heova	1
na-nganse	1
sumengle	1
tekham	1
kakhole	1
behseh-a	1
inthille	1
naholbe	1
hochengse	1
kisu-lha	1
khensoh-in	1
zina	1
zizah	1
akidei	1
atamjep	1
miget	1
lhahse	1
se-o	1
mij	1
huppah	1
jesheb	1
hap	1
pizzez	1
pethahi	1
jehez	1
gamul	1
ma-azi	1
shoham	1
ibri	1
mahil	1
kigoldol	1
kithouva	1
ashare	1
zeri	1
asaiyuvin	1
shebu	1
kiphotna	1
simlai	1
izri	1
jeshare	1
bael	1
tohvaipoa	1
jath-ni	1
pe-ul	1
tethai	1
apangsoh	1
othni	1
semachi	1
aupapena	1
tebali	1
ketkot	1
mihilguh	1
dingih	1
khotna	1
thep	1
nganseuvin	1
akisimdol	1
dodai	1
ammiz	1
izrah	1
shamhuth	1
ze	1
lol	1
aneijeh-in	1
thapoi	1
manta	1
mantapon	1
ezri	1
shitrai	1
adlai	1
obil	1
meron	1
jaziz	1
alimlo	1
asisah	1
sadia	1
a-nganse	1
kagonpan	1
eilhendoh	1
analhendoh	1
insungmite	1
eineisahna	1
eisunpeh	1
akholtoh	1
nasuhmila	1
hepitouna	1
agelsa	1
katdohsa	1
dolleh	1
atetohin	1
ka-nei	1
atetoh-in	1
atetoh-e	1
alhauva	1
houinsunga	1
songpol	1
kakhomsoh	1
keija	1
kakipehna	1
loijolna	1
nom-ah	1
kachoi-an	1
konjeng	1
thilma	1
kiholsotna	1
min-thenga	1
nakipah-in	1
kachamtah	1
jing-jengin	1
aniveinan	1
akisuttha	1
asetai	1
agonpehna	1
cheji	1
neisemtai	1
leivuite	1
vailhunje	1
ahomjou	1
nakipeah	1
agatoldoh	1
agakaiyu	1
agajoh	1
natolpeh	1
tolpeh-in	1
amuinam	1
solpeh-in	1
jepdan	1
kiloiyu	1
tolpeh-	1
jondol	1
holje	1
goibongsa	1
geltohna	1
kasolpeh-in	1
thembolje	1
khonje	1
akinganse	1
hinsui	1
thilpoa	1
asapantai	1
anakilahsa	1
letdol	1
inkim	1
ajempah-e	1
parva	1
a-invai	1
agaphan	1
lhavingse	1
lho-nin	1
inkimlai	1
pon-sandup	1
akhonsah-in	1
asemsah-e	1
aphusah-in	1
akihoipeh	1
asem-sah-in	1
leh-vuma	1
akhaisah-e	1
a-phudoh	1
alhajol	1
kiluiyah	1
atolam	1
kipechet	1
twi-kong	1
khutpeh	1
te-jen	1
atwi-kong	1
mai-phetna	1
kot-lhang	1
alui-in	1
atung-in	1
atunge	1
ado-soh	1
ahoipeh	1
ahoipeh-e	1
akithopina	1
ajoutan	1
jenjong	1
sum-khe	1
edah	1
thosoh	1
athil-keo	1
asem-soh	1
ahi-tapoi	1
akoilut	1
atodohsa	1
angai-toi	1
apotou	1
kohin	1
anadingun	1
anapangun	1
aoginu	1
gingje	1
dimset-ah	1
kalheng	1
kalhenge	1
thuseimun	1
dingji	1
themjinguva	1
nathutepna	1
kathumu	1
ahinpat	1
chonseah	1
amota	1
apumpiuva	1
acholna	1
nasolna	1
nalhendohsa	1
ahinneiyuva	1
ahinsau	1
na-nan	1
kiphacham	1
neme	1
athensoi	1
adollou	1
kakha	1
kikousa	1
akiminphah	1
nalhatle	1
amvang	1
kiloulha	1
kalo-lhah	1
adatmoa	1
tadmor	1
akisahjengin	1
ahule	1
asahpehna	1
akindol	1
kumvan	1
akindola	1
goule	1
akisajouvin	1
agaphai	1
atolle	1
atolsah-in	1
ngaisa	1
ahinpohsah-in	1
athuseite	1
sa-lhamin	1
kamuchet	1
einaseipeh	1
nagiljon	1
nanasajoi	1
jingjenga	1
aphatseh	1
nalensah	1
akithumin	1
achekit	1
aminthanna	1
kisolmat	1
akigelpoi	1
guldute	1
vahongchal	1
ahinchoiyun	1
kimanna	1
atousahin	1
atousah-e	1
anahomin	1
thampa	1
einapoh	1
na-seiya	1
nahoulim	1
amagol	1
seijoh	1
einasempeh	1
aj	1
anakoina	1
kabepeh	1
ophoh	1
napohgih-u	1
kakoibe	1
sakoljepna	1
nangmim	1
adora	1
akholpeh-in	1
seh-u	1
achendet	1
chonjom	1
halath	1
zaham	1
ahomthang	1
akiphudet	1
asumiltan	1
suk	1
akihuhdohna	1
kinhol	1
kontoutai	1
akitungdet	1
ponai	1
achensahna	1
aholloujeh-in	1
analoiyin	1
kiphinin	1
apanpiuve	1
agol-lhan	1
asu-noh	1
phah-uvin	1
anang	1
nakisong	1
hinkaiya	1
hinkaipa	1
kindol	1
eilhah	1
keihoto	1
galbolna	1
gal-sumkon	1
ledel	1
achanglhiding	1
apangto	1
adelpeh-in	1
apotan	1
akicholdoi	1
houdola	1
kihalnamna	1
chamnan	1
um-a	1
sahden	1
akelkotgol	1
zeph	1
agadelpeh	1
kisugoi	1
soh-hel	1
hiuvah	1
kimuton	1
kiheiyuva	1
vaikonpa	1
vailhungpa	1
lenguva	1
cholnau	1
apanpitai	1
holloupa	1
tupnau	1
ahalvamtan	1
thiltosa	1
kihousom	1
kihousomna	1
nakihoutohna	1
abel-ma	1
akaiban	1
angatai	1
a-inthil	1
aneih	1
apomanguvin	1
nakingai	1
atouvet	1
kilandohsah	1
nadoupan	1
akikhensa	1
konguvin	1
kitundet	1
akitilkhou	1
achonpon	1
ben-hail	1
chu-asol	1
shemiramoth	1
tobadoni	1
amasi	1
athapeh-e	1
galkonpi	1
atemtan	1
romoth-gilead	1
neikonpi	1
nakonhu	1
mite-chu	1
chutobangin	1
gajou	1
tauhiti	1
ijavei	1
kelman	1
in-israel	1
aphatjah	1
gaodoh	1
gathiden	1
i-nagalo	1
tiljong	1
kamjoh	1
chombeh-in	1
akangtalaiya	1
akithopitai	1
adalhatauve	1
adonkap	1
athih-len	1
a-ompho	1
eimavotauve	1
akihasat	1
khomdouvin	1
potdohin	1
napanpia	1
hikhauvin	1
suchama	1
nasopiteuvin	1
nasosah	1
meu-n	1
azonta	1
anngol	1
aphongtai	1
kikhomtauve	1
hemhatna	1
aotdoh	1
anakoiyu	1
joulouva	1
teniuva	1
galjoh	1
veutauvin	1
lhangpanga	1
napansat	1
pouleu	1
adtingdoh	1
avahchoitauve	1
ngaitem	1
nachendet	1
vonthenga	1
sading	1
getyin	1
saiyuvin	1
akithandoh	1
lengvai-anapoi	1
zion-ge	1
dodav	1
akitatjal	1
achethei	1
gamtapoi	1
lallaiyin	1
ahindouve	1
umkimvela	1
hin-um	1
anadouvin	1
asogamin	1
thaisah	1
najuitan	1
nasogamin	1
ahinlansah	1
kinga	1
lotdoh-in	1
avuitapouve	1
amavotauve	1
amahaho	1
akisatnaa	1
kitipajong	1
ahinpuiyuva	1
agudoh-in	1
asimdenin	1
avogoiyuvin	1
ana-nganse	1
kelkot-ngah	1
gacheuvin	1
kidongji	1
akikatdoh	1
sum-thihkong	1
anapohsah	1
sumdon	1
asumto	1
tih-u	1
adongdoh	1
apeji	1
alhousah	1
anaboljeh-in	1
neiyuve	1
athepmonau	1
napalkeh-u	1
athidi	1
hinlatei	1
lhunin	1
avuitapouvin	1
shimrith	1
amazhi	1
abolnan	1
athatpoi	1
agoltoh-in	1
khothema	1
athalah-in	1
lamhin	1
bolleng	1
nase-lhah	1
diba	1
halunghan	1
apuitouvun	1
ahinbu	1
athagamna	1
kakoiyu	1
kivete	1
lhangma	1
achonbong	1
in-muna	1
nakise-lhuh	1
lhamlo	1
agonjoh	1
akive	1
avochim	1
apatetoh	1
akijamkhom	1
alalut	1
anahiljipa	1
aki-eng	1
jengin-ahi	1
jabneh	1
kikaijouse	1
gurba	1
meun	1
in-ing	1
asadohin	1
akhole	1
abolsah-e	1
simtohsan	1
kidintepi	1
akhenpeh-in	1
asuipeh-in	1
setho	1
alokhompeh-in	1
songbom	1
kapdohna	1
themten	1
